city,pollutant,year,month,year_month,avg_value,prev_month_avg,mom_change
Bengaluru,NO2,2019,08,2019-08,20.62,21.539,-0.919
Bengaluru,NO2,2019,09,2019-09,20.835,20.62,0.215
Bengaluru,NO2,2019,10,2019-10,28.244,20.835,7.409
Bengaluru,NO2,2019,11,2019-11,30.549,28.244,2.305
Bengaluru,NO2,2019,12,2019-12,28.19,30.549,-2.359
Bengaluru,NO2,2020,01,2020-01,34.301,28.19,6.111
Bengaluru,NO2,2020,02,2020-02,32.096,34.301,-2.205
Bengaluru,NO2,2020,03,2020-03,21.365,32.096,-10.731
Bengaluru,NO2,2020,04,2020-04,11.981,21.365,-9.384
Bengaluru,NO2,2020,05,2020-05,15.388,11.981,3.407
Bengaluru,NO2,2020,06,2020-06,13.731,15.388,-1.657
Bengaluru,NO2,2020,07,2020-07,,13.731,
Bengaluru,NOx,2015,01,2015-01,20.46,,
Bengaluru,NOx,2015,02,2015-02,18.245,20.46,-2.215
Bengaluru,NOx,2015,03,2015-03,17.688,18.245,-0.557
Bengaluru,NOx,2015,04,2015-04,10.609,17.688,-7.079
Bengaluru,NOx,2015,05,2015-05,13.736,10.609,3.127
Bengaluru,NOx,2015,06,2015-06,9.41,13.736,-4.326
Bengaluru,NOx,2015,07,2015-07,7.852,9.41,-1.558
Bengaluru,NOx,2015,08,2015-08,9.788,7.852,1.936
Bengaluru,NOx,2015,09,2015-09,12.185,9.788,2.397
Bengaluru,NOx,2015,10,2015-10,20.841,12.185,8.656
Bengaluru,NOx,2015,11,2015-11,17.395,20.841,-3.446
Bengaluru,NOx,2015,12,2015-12,32.604,17.395,15.209
Bengaluru,NOx,2016,01,2016-01,53.38,32.604,20.776
Bengaluru,NOx,2016,02,2016-02,27.628,53.38,-25.752
Bengaluru,NOx,2016,03,2016-03,23.387,27.628,-4.241
Bengaluru,NOx,2016,04,2016-04,18.019,23.387,-5.368
Bengaluru,NOx,2016,05,2016-05,14.53,18.019,-3.489
Bengaluru,NOx,2016,06,2016-06,11.156,14.53,-3.374
Bengaluru,NOx,2016,07,2016-07,14.125,11.156,2.969
Bengaluru,NOx,2016,08,2016-08,6.468,14.125,-7.657
Bengaluru,NOx,2016,09,2016-09,7.799,6.468,1.331
Bengaluru,NOx,2016,10,2016-10,6.918,7.799,-0.881
Bengaluru,NOx,2016,11,2016-11,0.78,6.918,-6.138
Bengaluru,NOx,2016,12,2016-12,0.0,0.78,-0.78
Bengaluru,NOx,2017,01,2017-01,0.0,0.0,0.0
Bengaluru,NOx,2017,02,2017-02,0.0,0.0,0.0
Bengaluru,NOx,2017,03,2017-03,0.0,0.0,0.0
Bengaluru,NOx,2017,04,2017-04,0.0,0.0,0.0
Bengaluru,NOx,2017,05,2017-05,0.0,0.0,0.0
Bengaluru,NOx,2017,06,2017-06,0.0,0.0,0.0
Bengaluru,NOx,2017,07,2017-07,0.0,0.0,0.0
Bengaluru,NOx,2017,08,2017-08,0.0,0.0,0.0
Bengaluru,NOx,2017,09,2017-09,0.0,0.0,0.0
Bengaluru,NOx,2017,10,2017-10,17.389,0.0,17.389
Bengaluru,NOx,2017,11,2017-11,28.538,17.389,11.149
Bengaluru,NOx,2017,12,2017-12,36.033,28.538,7.495
Bengaluru,NOx,2018,01,2018-01,23.41,36.033,-12.623
Bengaluru,NOx,2018,02,2018-02,20.12,23.41,-3.29
Bengaluru,NOx,2018,03,2018-03,27.766,20.12,7.646
Bengaluru,NOx,2018,04,2018-04,30.325,27.766,2.559
Bengaluru,NOx,2018,05,2018-05,20.635,30.325,-9.69
Bengaluru,NOx,2018,06,2018-06,19.001,20.635,-1.634
Bengaluru,NOx,2018,07,2018-07,21.38,19.001,2.379
Bengaluru,NOx,2018,08,2018-08,29.171,21.38,7.791
Bengaluru,NOx,2018,09,2018-09,35.901,29.171,6.73
Bengaluru,NOx,2018,10,2018-10,42.08,35.901,6.179
Bengaluru,NOx,2018,11,2018-11,36.497,42.08,-5.583
Bengaluru,NOx,2018,12,2018-12,37.941,36.497,1.444
Bengaluru,NOx,2019,01,2019-01,40.609,37.941,2.668
Bengaluru,NOx,2019,02,2019-02,35.964,40.609,-4.645
Bengaluru,NOx,2019,03,2019-03,32.872,35.964,-3.092
Bengaluru,NOx,2019,04,2019-04,31.158,32.872,-1.714
Bengaluru,NOx,2019,05,2019-05,27.427,31.158,-3.731
Bengaluru,NOx,2019,06,2019-06,24.006,27.427,-3.421
Bengaluru,NOx,2019,07,2019-07,23.107,24.006,-0.899
Bengaluru,NOx,2019,08,2019-08,23.795,23.107,0.688
Bengaluru,NOx,2019,09,2019-09,23.223,23.795,-0.572
Bengaluru,NOx,2019,10,2019-10,32.246,23.223,9.023
Bengaluru,NOx,2019,11,2019-11,36.483,32.246,4.237
Bengaluru,NOx,2019,12,2019-12,29.385,36.483,-7.098
Bengaluru,NOx,2020,01,2020-01,35.883,29.385,6.498
Bengaluru,NOx,2020,02,2020-02,32.972,35.883,-2.911
Bengaluru,NOx,2020,03,2020-03,23.149,32.972,-9.823
Bengaluru,NOx,2020,04,2020-04,13.224,23.149,-9.925
Bengaluru,NOx,2020,05,2020-05,15.595,13.224,2.371
Bengaluru,NOx,2020,06,2020-06,15.115,15.595,-0.48
Bengaluru,NOx,2020,07,2020-07,,15.115,
Bengaluru,O3,2015,01,2015-01,18.124,,
Bengaluru,O3,2015,02,2015-02,37.317,18.124,19.193
Bengaluru,O3,2015,03,2015-03,50.797,37.317,13.48
Bengaluru,O3,2015,04,2015-04,57.172,50.797,6.375
Bengaluru,O3,2015,05,2015-05,27.007,57.172,-30.165
Bengaluru,O3,2015,06,2015-06,18.959,27.007,-8.048
Bengaluru,O3,2015,07,2015-07,7.351,18.959,-11.608
Bengaluru,O3,2015,08,2015-08,6.25,7.351,-1.101
Bengaluru,O3,2015,09,2015-09,15.35,6.25,9.1
Bengaluru,O3,2015,10,2015-10,18.431,15.35,3.081
Bengaluru,O3,2015,11,2015-11,20.521,18.431,2.09
Bengaluru,O3,2015,12,2015-12,21.509,20.521,0.988
Bengaluru,O3,2016,01,2016-01,24.813,21.509,3.304
Bengaluru,O3,2016,02,2016-02,40.601,24.813,15.788
Bengaluru,O3,2016,03,2016-03,48.106,40.601,7.505
Bengaluru,O3,2016,04,2016-04,51.731,48.106,3.625
Bengaluru,O3,2016,05,2016-05,45.849,51.731,-5.882
Bengaluru,O3,2016,06,2016-06,36.815,45.849,-9.034
Bengaluru,O3,2016,07,2016-07,43.677,36.815,6.862
Bengaluru,O3,2016,08,2016-08,23.82,43.677,-19.857
Bengaluru,O3,2016,09,2016-09,23.188,23.82,-0.632
Bengaluru,O3,2016,10,2016-10,21.447,23.188,-1.741
Bengaluru,O3,2016,11,2016-11,39.609,21.447,18.162
Bengaluru,O3,2016,12,2016-12,21.36,39.609,-18.249
Bengaluru,O3,2017,01,2017-01,41.67,21.36,20.31
Bengaluru,O3,2017,02,2017-02,40.416,41.67,-1.254
Bengaluru,O3,2017,03,2017-03,35.072,40.416,-5.344
Bengaluru,O3,2017,04,2017-04,51.501,35.072,16.429
Bengaluru,O3,2017,05,2017-05,23.088,51.501,-28.413
Bengaluru,O3,2017,06,2017-06,12.973,23.088,-10.115
Bengaluru,O3,2017,07,2017-07,28.525,12.973,15.552
Bengaluru,O3,2017,08,2017-08,24.383,28.525,-4.142
Bengaluru,O3,2017,09,2017-09,20.431,24.383,-3.952
Bengaluru,O3,2017,10,2017-10,26.793,20.431,6.362
Bengaluru,O3,2017,11,2017-11,27.834,26.793,1.041
Bengaluru,O3,2017,12,2017-12,17.872,27.834,-9.962
Bengaluru,O3,2018,01,2018-01,57.49,17.872,39.618
Bengaluru,O3,2018,02,2018-02,39.998,57.49,-17.492
Bengaluru,O3,2018,03,2018-03,38.233,39.998,-1.765
Bengaluru,O3,2018,04,2018-04,46.649,38.233,8.416
Bengaluru,O3,2018,05,2018-05,36.288,46.649,-10.361
Bengaluru,O3,2018,06,2018-06,16.131,36.288,-20.157
Bengaluru,O3,2018,07,2018-07,16.11,16.131,-0.021
Bengaluru,O3,2018,08,2018-08,13.059,16.11,-3.051
Bengaluru,O3,2018,09,2018-09,20.579,13.059,7.52
Bengaluru,O3,2018,10,2018-10,23.502,20.579,2.923
Bengaluru,O3,2018,11,2018-11,28.444,23.502,4.942
Bengaluru,O3,2018,12,2018-12,52.906,28.444,24.462
Bengaluru,O3,2019,01,2019-01,56.949,52.906,4.043
Bengaluru,O3,2019,02,2019-02,55.422,56.949,-1.527
Bengaluru,O3,2019,03,2019-03,56.366,55.422,0.944
Bengaluru,O3,2019,04,2019-04,53.429,56.366,-2.937
Bengaluru,O3,2019,05,2019-05,51.274,53.429,-2.155
Bengaluru,O3,2019,06,2019-06,36.914,51.274,-14.36
Bengaluru,O3,2019,07,2019-07,27.81,36.914,-9.104
Bengaluru,O3,2019,08,2019-08,19.411,27.81,-8.399
Bengaluru,O3,2019,09,2019-09,27.198,19.411,7.787
Bengaluru,O3,2019,10,2019-10,28.931,27.198,1.733
Bengaluru,O3,2019,11,2019-11,36.551,28.931,7.62
Bengaluru,O3,2019,12,2019-12,35.06,36.551,-1.491
Bengaluru,O3,2020,01,2020-01,39.278,35.06,4.218
Bengaluru,O3,2020,02,2020-02,40.93,39.278,1.652
Bengaluru,O3,2020,03,2020-03,44.946,40.93,4.016
Bengaluru,O3,2020,04,2020-04,40.517,44.946,-4.429
Bengaluru,O3,2020,05,2020-05,32.435,40.517,-8.082
Bengaluru,O3,2020,06,2020-06,16.245,32.435,-16.19
Bengaluru,O3,2020,07,2020-07,,16.245,
Bengaluru,PM10,2015,01,2015-01,,,
Bengaluru,PM10,2015,02,2015-02,,,
Bengaluru,PM10,2015,03,2015-03,,,
Bengaluru,PM10,2015,04,2015-04,,,
Bengaluru,PM10,2015,05,2015-05,,,
Bengaluru,PM10,2015,06,2015-06,,,
Bengaluru,PM10,2015,07,2015-07,,,
Bengaluru,PM10,2015,08,2015-08,,,
Bengaluru,PM10,2015,09,2015-09,,,
Bengaluru,PM10,2015,10,2015-10,,,
Bengaluru,PM10,2015,11,2015-11,51.563,,
Bengaluru,PM10,2015,12,2015-12,73.331,51.563,21.768
Bengaluru,PM10,2016,01,2016-01,113.333,73.331,40.002
Bengaluru,PM10,2016,02,2016-02,132.697,113.333,19.364
Bengaluru,PM10,2016,03,2016-03,158.401,132.697,25.704
Bengaluru,PM10,2016,04,2016-04,150.225,158.401,-8.176
Bengaluru,PM10,2016,05,2016-05,43.092,150.225,-107.133
Bengaluru,PM10,2016,06,2016-06,41.879,43.092,-1.213
Bengaluru,PM10,2016,07,2016-07,44.419,41.879,2.54
Bengaluru,PM10,2016,08,2016-08,53.408,44.419,8.989
Bengaluru,PM10,2016,09,2016-09,68.615,53.408,15.207
Bengaluru,PM10,2016,10,2016-10,131.596,68.615,62.981
Bengaluru,PM10,2016,11,2016-11,136.796,131.596,5.2
Bengaluru,PM10,2016,12,2016-12,131.203,136.796,-5.593
Bengaluru,PM10,2017,01,2017-01,111.397,131.203,-19.806
Bengaluru,PM10,2017,02,2017-02,95.865,111.397,-15.532
Bengaluru,PM10,2017,03,2017-03,91.229,95.865,-4.636
Bengaluru,PM10,2017,04,2017-04,90.278,91.229,-0.951
Bengaluru,PM10,2017,05,2017-05,65.927,90.278,-24.351
Bengaluru,PM10,2017,06,2017-06,84.425,65.927,18.498
Bengaluru,PM10,2017,07,2017-07,98.462,84.425,14.037
Bengaluru,PM10,2017,08,2017-08,81.112,98.462,-17.35
Bengaluru,PM10,2017,09,2017-09,81.724,81.112,0.612
Bengaluru,PM10,2017,10,2017-10,92.973,81.724,11.249
Bengaluru,PM10,2017,11,2017-11,59.517,92.973,-33.456
Bengaluru,PM10,2017,12,2017-12,71.411,59.517,11.894
Bengaluru,PM10,2018,01,2018-01,100.316,71.411,28.905
Bengaluru,PM10,2018,02,2018-02,74.297,100.316,-26.019
Bengaluru,PM10,2018,03,2018-03,100.549,74.297,26.252
Bengaluru,PM10,2018,04,2018-04,79.788,100.549,-20.761
Bengaluru,PM10,2018,05,2018-05,58.435,79.788,-21.353
Bengaluru,PM10,2018,06,2018-06,49.892,58.435,-8.543
Bengaluru,PM10,2018,07,2018-07,56.049,49.892,6.157
Bengaluru,PM10,2018,08,2018-08,59.188,56.049,3.139
Bengaluru,PM10,2018,09,2018-09,69.284,59.188,10.096
Bengaluru,PM10,2018,10,2018-10,94.316,69.284,25.032
Bengaluru,PM10,2018,11,2018-11,91.376,94.316,-2.94
Bengaluru,PM10,2018,12,2018-12,106.599,91.376,15.223
Bengaluru,PM10,2019,01,2019-01,102.306,106.599,-4.293
Bengaluru,PM10,2019,02,2019-02,97.486,102.306,-4.82
Bengaluru,PM10,2019,03,2019-03,109.819,97.486,12.333
Bengaluru,PM10,2019,04,2019-04,99.07,109.819,-10.749
Bengaluru,PM10,2019,05,2019-05,88.254,99.07,-10.816
Bengaluru,PM10,2019,06,2019-06,54.627,88.254,-33.627
Bengaluru,PM10,2019,07,2019-07,53.673,54.627,-0.954
Bengaluru,PM10,2019,08,2019-08,45.026,53.673,-8.647
Bengaluru,PM10,2019,09,2019-09,52.048,45.026,7.022
Bengaluru,PM10,2019,10,2019-10,54.186,52.048,2.138
Bengaluru,PM10,2019,11,2019-11,80.773,54.186,26.587
Bengaluru,PM10,2019,12,2019-12,71.765,80.773,-9.008
Bengaluru,PM10,2020,01,2020-01,83.495,71.765,11.73
Bengaluru,PM10,2020,02,2020-02,92.37,83.495,8.875
Bengaluru,PM10,2020,03,2020-03,79.966,92.37,-12.404
Bengaluru,PM10,2020,04,2020-04,46.863,79.966,-33.103
Bengaluru,PM10,2020,05,2020-05,59.759,46.863,12.896
Bengaluru,PM10,2020,06,2020-06,41.063,59.759,-18.696
Bengaluru,PM10,2020,07,2020-07,,41.063,
Bengaluru,PM2.5,2015,01,2015-01,,,
Bengaluru,PM2.5,2015,02,2015-02,,,
Bengaluru,PM2.5,2015,03,2015-03,48.128,,
Bengaluru,PM2.5,2015,04,2015-04,27.469,48.128,-20.659
Bengaluru,PM2.5,2015,05,2015-05,33.549,27.469,6.08
Bengaluru,PM2.5,2015,06,2015-06,18.317,33.549,-15.232
Bengaluru,PM2.5,2015,07,2015-07,21.025,18.317,2.708
Bengaluru,PM2.5,2015,08,2015-08,21.113,21.025,0.088
Bengaluru,PM2.5,2015,09,2015-09,20.229,21.113,-0.884
Bengaluru,PM2.5,2015,10,2015-10,31.424,20.229,11.195
Bengaluru,PM2.5,2015,11,2015-11,31.744,31.424,0.32
Bengaluru,PM2.5,2015,12,2015-12,46.011,31.744,14.267
Bengaluru,PM2.5,2016,01,2016-01,67.895,46.011,21.884
Bengaluru,PM2.5,2016,02,2016-02,69.77,67.895,1.875
Bengaluru,PM2.5,2016,03,2016-03,63.098,69.77,-6.672
Bengaluru,PM2.5,2016,04,2016-04,40.963,63.098,-22.135
Bengaluru,PM2.5,2016,05,2016-05,34.142,40.963,-6.821
Bengaluru,PM2.5,2016,06,2016-06,32.16,34.142,-1.982
Bengaluru,PM2.5,2016,07,2016-07,24.367,32.16,-7.793
Bengaluru,PM2.5,2016,08,2016-08,34.982,24.367,10.615
Bengaluru,PM2.5,2016,09,2016-09,34.277,34.982,-0.705
Bengaluru,PM2.5,2016,10,2016-10,48.459,34.277,14.182
Bengaluru,PM2.5,2016,11,2016-11,50.65,48.459,2.191
Bengaluru,PM2.5,2016,12,2016-12,41.65,50.65,-9.0
Bengaluru,PM2.5,2017,01,2017-01,32.824,41.65,-8.826
Bengaluru,PM2.5,2017,02,2017-02,38.543,32.824,5.719
Bengaluru,PM2.5,2017,03,2017-03,37.084,38.543,-1.459
Bengaluru,PM2.5,2017,04,2017-04,35.405,37.084,-1.679
Bengaluru,PM2.5,2017,05,2017-05,28.429,35.405,-6.976
Bengaluru,PM2.5,2017,06,2017-06,23.722,28.429,-4.707
Bengaluru,PM2.5,2017,07,2017-07,24.749,23.722,1.027
Bengaluru,PM2.5,2017,08,2017-08,20.824,24.749,-3.925
Bengaluru,PM2.5,2017,09,2017-09,25.802,20.824,4.978
Bengaluru,PM2.5,2017,10,2017-10,39.632,25.802,13.83
Bengaluru,PM2.5,2017,11,2017-11,34.62,39.632,-5.012
Bengaluru,PM2.5,2017,12,2017-12,65.08,34.62,30.46
Bengaluru,PM2.5,2018,01,2018-01,38.425,65.08,-26.655
Bengaluru,PM2.5,2018,02,2018-02,29.885,38.425,-8.54
Bengaluru,PM2.5,2018,03,2018-03,35.023,29.885,5.138
Bengaluru,PM2.5,2018,04,2018-04,50.864,35.023,15.841
Bengaluru,PM2.5,2018,05,2018-05,42.818,50.864,-8.046
Bengaluru,PM2.5,2018,06,2018-06,25.44,42.818,-17.378
Bengaluru,PM2.5,2018,07,2018-07,19.727,25.44,-5.713
Bengaluru,PM2.5,2018,08,2018-08,19.12,19.727,-0.607
Bengaluru,PM2.5,2018,09,2018-09,25.099,19.12,5.979
Bengaluru,PM2.5,2018,10,2018-10,36.834,25.099,11.735
Bengaluru,PM2.5,2018,11,2018-11,45.174,36.834,8.34
Bengaluru,PM2.5,2018,12,2018-12,56.349,45.174,11.175
Bengaluru,PM2.5,2019,01,2019-01,54.725,56.349,-1.624
Bengaluru,PM2.5,2019,02,2019-02,45.544,54.725,-9.181
Bengaluru,PM2.5,2019,03,2019-03,48.905,45.544,3.361
Bengaluru,PM2.5,2019,04,2019-04,49.287,48.905,0.382
Bengaluru,PM2.5,2019,05,2019-05,40.169,49.287,-9.118
Bengaluru,PM2.5,2019,06,2019-06,23.319,40.169,-16.85
Bengaluru,PM2.5,2019,07,2019-07,21.327,23.319,-1.992
Bengaluru,PM2.5,2019,08,2019-08,17.168,21.327,-4.159
Bengaluru,PM2.5,2019,09,2019-09,22.512,17.168,5.344
Bengaluru,PM2.5,2019,10,2019-10,27.418,22.512,4.906
Bengaluru,PM2.5,2019,11,2019-11,40.261,27.418,12.843
Bengaluru,PM2.5,2019,12,2019-12,35.258,40.261,-5.003
Bengaluru,PM2.5,2020,01,2020-01,39.314,35.258,4.056
Bengaluru,PM2.5,2020,02,2020-02,41.607,39.314,2.293
Bengaluru,PM2.5,2020,03,2020-03,38.193,41.607,-3.414
Bengaluru,PM2.5,2020,04,2020-04,24.931,38.193,-13.262
Bengaluru,PM2.5,2020,05,2020-05,21.27,24.931,-3.661
Bengaluru,PM2.5,2020,06,2020-06,18.036,21.27,-3.234
Bengaluru,PM2.5,2020,07,2020-07,,18.036,
Bengaluru,SO2,2015,01,2015-01,17.776,,
Bengaluru,SO2,2015,02,2015-02,7.651,17.776,-10.125
Bengaluru,SO2,2015,03,2015-03,9.527,7.651,1.876
Bengaluru,SO2,2015,04,2015-04,9.702,9.527,0.175
Bengaluru,SO2,2015,05,2015-05,5.291,9.702,-4.411
Bengaluru,SO2,2015,06,2015-06,6.589,5.291,1.298
Bengaluru,SO2,2015,07,2015-07,4.044,6.589,-2.545
Bengaluru,SO2,2015,08,2015-08,3.021,4.044,-1.023
Bengaluru,SO2,2015,09,2015-09,2.52,3.021,-0.501
Bengaluru,SO2,2015,10,2015-10,3.132,2.52,0.612
Bengaluru,SO2,2015,11,2015-11,2.796,3.132,-0.336
Bengaluru,SO2,2015,12,2015-12,5.655,2.796,2.859
Bengaluru,SO2,2016,01,2016-01,11.996,5.655,6.341
Bengaluru,SO2,2016,02,2016-02,5.416,11.996,-6.58
Bengaluru,SO2,2016,03,2016-03,3.216,5.416,-2.2
Bengaluru,SO2,2016,04,2016-04,3.767,3.216,0.551
Bengaluru,SO2,2016,05,2016-05,4.277,3.767,0.51
Bengaluru,SO2,2016,06,2016-06,2.703,4.277,-1.574
Bengaluru,SO2,2016,07,2016-07,2.615,2.703,-0.088
Bengaluru,SO2,2016,08,2016-08,2.915,2.615,0.3
Bengaluru,SO2,2016,09,2016-09,4.209,2.915,1.294
Bengaluru,SO2,2016,10,2016-10,5.927,4.209,1.718
Bengaluru,SO2,2016,11,2016-11,5.006,5.927,-0.921
Bengaluru,SO2,2016,12,2016-12,5.007,5.006,0.001
Bengaluru,SO2,2017,01,2017-01,5.29,5.007,0.283
Bengaluru,SO2,2017,02,2017-02,7.394,5.29,2.104
Bengaluru,SO2,2017,03,2017-03,6.045,7.394,-1.349
Bengaluru,SO2,2017,04,2017-04,4.032,6.045,-2.013
Bengaluru,SO2,2017,05,2017-05,4.702,4.032,0.67
Bengaluru,SO2,2017,06,2017-06,5.196,4.702,0.494
Bengaluru,SO2,2017,07,2017-07,5.198,5.196,0.002
Bengaluru,SO2,2017,08,2017-08,5.001,5.198,-0.197
Bengaluru,SO2,2017,09,2017-09,5.199,5.001,0.198
Bengaluru,SO2,2017,10,2017-10,4.698,5.199,-0.501
Bengaluru,SO2,2017,11,2017-11,3.718,4.698,-0.98
Bengaluru,SO2,2017,12,2017-12,3.674,3.718,-0.044
Bengaluru,SO2,2018,01,2018-01,4.39,3.674,0.716
Bengaluru,SO2,2018,02,2018-02,4.061,4.39,-0.329
Bengaluru,SO2,2018,03,2018-03,3.676,4.061,-0.385
Bengaluru,SO2,2018,04,2018-04,3.865,3.676,0.189
Bengaluru,SO2,2018,05,2018-05,5.124,3.865,1.259
Bengaluru,SO2,2018,06,2018-06,4.868,5.124,-0.256
Bengaluru,SO2,2018,07,2018-07,7.277,4.868,2.409
Bengaluru,SO2,2018,08,2018-08,6.667,7.277,-0.61
Bengaluru,SO2,2018,09,2018-09,7.406,6.667,0.739
Bengaluru,SO2,2018,10,2018-10,6.736,7.406,-0.67
Bengaluru,SO2,2018,11,2018-11,6.058,6.736,-0.678
Bengaluru,SO2,2018,12,2018-12,6.072,6.058,0.014
Bengaluru,SO2,2019,01,2019-01,5.853,6.072,-0.219
Bengaluru,SO2,2019,02,2019-02,4.931,5.853,-0.922
Bengaluru,SO2,2019,03,2019-03,5.93,4.931,0.999
Bengaluru,SO2,2019,04,2019-04,5.294,5.93,-0.636
Bengaluru,SO2,2019,05,2019-05,4.348,5.294,-0.946
Bengaluru,SO2,2019,06,2019-06,5.343,4.348,0.995
Bengaluru,SO2,2019,07,2019-07,5.196,5.343,-0.147
Bengaluru,SO2,2019,08,2019-08,4.345,5.196,-0.851
Bengaluru,SO2,2019,09,2019-09,5.229,4.345,0.884
Bengaluru,SO2,2019,10,2019-10,4.994,5.229,-0.235
Bengaluru,SO2,2019,11,2019-11,6.107,4.994,1.113
Bengaluru,SO2,2019,12,2019-12,6.622,6.107,0.515
Bengaluru,SO2,2020,01,2020-01,7.581,6.622,0.959
Bengaluru,SO2,2020,02,2020-02,7.236,7.581,-0.345
Bengaluru,SO2,2020,03,2020-03,6.867,7.236,-0.369
Bengaluru,SO2,2020,04,2020-04,5.991,6.867,-0.876
Bengaluru,SO2,2020,05,2020-05,6.476,5.991,0.485
Bengaluru,SO2,2020,06,2020-06,7.102,6.476,0.626
Bengaluru,SO2,2020,07,2020-07,,7.102,
Bengaluru,Toluene,2015,01,2015-01,12.25,,
Bengaluru,Toluene,2015,02,2015-02,5.536,12.25,-6.714
Bengaluru,Toluene,2015,03,2015-03,43.678,5.536,38.142
Bengaluru,Toluene,2015,04,2015-04,7.087,43.678,-36.591
Bengaluru,Toluene,2015,05,2015-05,3.945,7.087,-3.142
Bengaluru,Toluene,2015,06,2015-06,2.149,3.945,-1.796
Bengaluru,Toluene,2015,07,2015-07,4.17,2.149,2.021
Bengaluru,Toluene,2015,08,2015-08,35.494,4.17,31.324
Bengaluru,Toluene,2015,09,2015-09,2.52,35.494,-32.974
Bengaluru,Toluene,2015,10,2015-10,2.33,2.52,-0.19
Bengaluru,Toluene,2015,11,2015-11,4.64,2.33,2.31
Bengaluru,Toluene,2015,12,2015-12,1.536,4.64,-3.104
Bengaluru,Toluene,2016,01,2016-01,0.729,1.536,-0.807
Bengaluru,Toluene,2016,02,2016-02,0.536,0.729,-0.193
Bengaluru,Toluene,2016,03,2016-03,1.23,0.536,0.694
Bengaluru,Toluene,2016,04,2016-04,3.378,1.23,2.148
Bengaluru,Toluene,2016,05,2016-05,5.278,3.378,1.9
Bengaluru,Toluene,2016,06,2016-06,2.315,5.278,-2.963
Bengaluru,Toluene,2016,07,2016-07,1.21,2.315,-1.105
Bengaluru,Toluene,2016,08,2016-08,0.859,1.21,-0.351
Bengaluru,Toluene,2016,09,2016-09,2.21,0.859,1.351
Bengaluru,Toluene,2016,10,2016-10,1.745,2.21,-0.465
Bengaluru,Toluene,2016,11,2016-11,2.973,1.745,1.228
Bengaluru,Toluene,2016,12,2016-12,4.703,2.973,1.73
Bengaluru,Toluene,2017,01,2017-01,2.403,4.703,-2.3
Bengaluru,Toluene,2017,02,2017-02,2.717,2.403,0.314
Bengaluru,Toluene,2017,03,2017-03,2.135,2.717,-0.582
Bengaluru,Toluene,2017,04,2017-04,1.714,2.135,-0.421
Bengaluru,Toluene,2017,05,2017-05,1.006,1.714,-0.708
Bengaluru,Toluene,2017,06,2017-06,0.761,1.006,-0.245
Bengaluru,Toluene,2017,07,2017-07,0.98,0.761,0.219
Bengaluru,Toluene,2017,08,2017-08,1.19,0.98,0.21
Bengaluru,Toluene,2017,09,2017-09,1.313,1.19,0.123
Bengaluru,Toluene,2017,10,2017-10,1.658,1.313,0.345
Bengaluru,Toluene,2017,11,2017-11,0.087,1.658,-1.571
Bengaluru,Toluene,2017,12,2017-12,0.986,0.087,0.899
Bengaluru,Toluene,2018,01,2018-01,0.379,0.986,-0.607
Bengaluru,Toluene,2018,02,2018-02,0.987,0.379,0.608
Bengaluru,Toluene,2018,03,2018-03,0.925,0.987,-0.062
Bengaluru,Toluene,2018,04,2018-04,1.128,0.925,0.203
Bengaluru,Toluene,2018,05,2018-05,1.114,1.128,-0.014
Bengaluru,Toluene,2018,06,2018-06,1.335,1.114,0.221
Bengaluru,Toluene,2018,07,2018-07,3.407,1.335,2.072
Bengaluru,Toluene,2018,08,2018-08,2.574,3.407,-0.833
Bengaluru,Toluene,2018,09,2018-09,2.471,2.574,-0.103
Bengaluru,Toluene,2018,10,2018-10,2.16,2.471,-0.311
Bengaluru,Toluene,2018,11,2018-11,2.268,2.16,0.108
Bengaluru,Toluene,2018,12,2018-12,2.182,2.268,-0.086
Bengaluru,Toluene,2019,01,2019-01,1.678,2.182,-0.504
Bengaluru,Toluene,2019,02,2019-02,2.927,1.678,1.249
Bengaluru,Toluene,2019,03,2019-03,4.862,2.927,1.935
Bengaluru,Toluene,2019,04,2019-04,3.318,4.862,-1.544
Bengaluru,Toluene,2019,05,2019-05,2.751,3.318,-0.567
Bengaluru,Toluene,2019,06,2019-06,2.152,2.751,-0.599
Bengaluru,Toluene,2019,07,2019-07,1.535,2.152,-0.617
Bengaluru,Toluene,2019,08,2019-08,1.744,1.535,0.209
Bengaluru,Toluene,2019,09,2019-09,1.81,1.744,0.066
Bengaluru,Toluene,2019,10,2019-10,2.888,1.81,1.078
Bengaluru,Toluene,2019,11,2019-11,8.249,2.888,5.361
Bengaluru,Toluene,2019,12,2019-12,33.248,8.249,24.999
Bengaluru,Toluene,2020,01,2020-01,11.489,33.248,-21.759
Bengaluru,Toluene,2020,02,2020-02,1.811,11.489,-9.678
Bengaluru,Toluene,2020,03,2020-03,1.525,1.811,-0.286
Bengaluru,Toluene,2020,04,2020-04,4.98,1.525,3.455
Bengaluru,Toluene,2020,05,2020-05,1.648,4.98,-3.332
Bengaluru,Toluene,2020,06,2020-06,1.917,1.648,0.269
Bengaluru,Toluene,2020,07,2020-07,,1.917,
Bengaluru,Xylene,2015,01,2015-01,,,
Bengaluru,Xylene,2015,02,2015-02,,,
Bengaluru,Xylene,2015,03,2015-03,,,
Bengaluru,Xylene,2015,04,2015-04,,,
Bengaluru,Xylene,2015,05,2015-05,,,
Bengaluru,Xylene,2015,06,2015-06,,,
