city,pollutant,year,month,year_month,avg_value,prev_month_avg,mom_change
Ahmedabad,Benzene,2015,01,2015-01,1.508,,
Ahmedabad,Benzene,2015,02,2015-02,8.831,1.508,7.323
Ahmedabad,Benzene,2015,03,2015-03,11.063,8.831,2.232
Ahmedabad,Benzene,2015,04,2015-04,3.096,11.063,-7.967
Ahmedabad,Benzene,2015,05,2015-05,3.52,3.096,0.424
Ahmedabad,Benzene,2015,06,2015-06,1.909,3.52,-1.611
Ahmedabad,Benzene,2015,07,2015-07,1.54,1.909,-0.369
Ahmedabad,Benzene,2015,08,2015-08,1.096,1.54,-0.444
Ahmedabad,Benzene,2015,09,2015-09,0.001,1.096,-1.095
Ahmedabad,Benzene,2015,10,2015-10,8.885,0.001,8.884
Ahmedabad,Benzene,2015,11,2015-11,28.185,8.885,19.3
Ahmedabad,Benzene,2015,12,2015-12,,28.185,
Ahmedabad,Benzene,2016,01,2016-01,,,
Ahmedabad,Benzene,2016,02,2016-02,,,
Ahmedabad,Benzene,2016,03,2016-03,,,
Ahmedabad,Benzene,2016,04,2016-04,,,
Ahmedabad,Benzene,2016,05,2016-05,,,
Ahmedabad,Benzene,2016,06,2016-06,0.0,,
Ahmedabad,Benzene,2016,07,2016-07,0.796,0.0,0.796
Ahmedabad,Benzene,2016,08,2016-08,4.523,0.796,3.727
Ahmedabad,Benzene,2016,09,2016-09,1.936,4.523,-2.587
Ahmedabad,Benzene,2016,10,2016-10,2.7,1.936,0.764
Ahmedabad,Benzene,2016,11,2016-11,0.243,2.7,-2.457
Ahmedabad,Benzene,2016,12,2016-12,0.0,0.243,-0.243
Ahmedabad,Benzene,2017,01,2017-01,0.0,0.0,0.0
Ahmedabad,Benzene,2017,02,2017-02,0.0,0.0,0.0
Ahmedabad,Benzene,2017,03,2017-03,0.0,0.0,0.0
Ahmedabad,Benzene,2017,04,2017-04,,0.0,
Ahmedabad,Benzene,2017,05,2017-05,,,
Ahmedabad,Benzene,2017,06,2017-06,,,
Ahmedabad,Benzene,2017,07,2017-07,,,
Ahmedabad,Benzene,2017,08,2017-08,,,
Ahmedabad,Benzene,2017,09,2017-09,0.0,,
Ahmedabad,Benzene,2017,10,2017-10,11.446,0.0,11.446
Ahmedabad,Benzene,2017,11,2017-11,20.197,11.446,8.751
Ahmedabad,Benzene,2017,12,2017-12,14.913,20.197,-5.284
Ahmedabad,Benzene,2018,01,2018-01,17.804,14.913,2.891
Ahmedabad,Benzene,2018,02,2018-02,4.501,17.804,-13.303
Ahmedabad,Benzene,2018,03,2018-03,12.381,4.501,7.88
Ahmedabad,Benzene,2018,04,2018-04,8.012,12.381,-4.369
Ahmedabad,Benzene,2018,05,2018-05,8.103,8.012,0.091
Ahmedabad,Benzene,2018,06,2018-06,5.935,8.103,-2.168
Ahmedabad,Benzene,2018,07,2018-07,7.079,5.935,1.144
Ahmedabad,Benzene,2018,08,2018-08,5.462,7.079,-1.617
Ahmedabad,Benzene,2018,09,2018-09,3.972,5.462,-1.49
Ahmedabad,Benzene,2018,10,2018-10,5.299,3.972,1.327
Ahmedabad,Benzene,2018,11,2018-11,13.112,5.299,7.813
Ahmedabad,Benzene,2018,12,2018-12,4.074,13.112,-9.038
Ahmedabad,Benzene,2019,01,2019-01,4.097,4.074,0.023
Ahmedabad,Benzene,2019,02,2019-02,4.103,4.097,0.006
Ahmedabad,Benzene,2019,03,2019-03,4.125,4.103,0.022
Ahmedabad,Benzene,2019,04,2019-04,4.197,4.125,0.072
Ahmedabad,Benzene,2019,05,2019-05,11.978,4.197,7.781
Ahmedabad,Benzene,2019,06,2019-06,9.436,11.978,-2.542
Ahmedabad,Benzene,2019,07,2019-07,6.154,9.436,-3.282
Ahmedabad,Benzene,2019,08,2019-08,2.202,6.154,-3.952
Ahmedabad,Benzene,2019,09,2019-09,1.842,2.202,-0.36
Ahmedabad,Benzene,2019,10,2019-10,2.705,1.842,0.863
Ahmedabad,Benzene,2019,11,2019-11,2.212,2.705,-0.493
Ahmedabad,Benzene,2019,12,2019-12,2.923,2.212,0.711
Ahmedabad,Benzene,2020,01,2020-01,2.681,2.923,-0.242
Ahmedabad,Benzene,2020,02,2020-02,1.39,2.681,-1.291
Ahmedabad,Benzene,2020,03,2020-03,3.644,1.39,2.254
Ahmedabad,Benzene,2020,04,2020-04,4.627,3.644,0.983
Ahmedabad,Benzene,2020,05,2020-05,3.822,4.627,-0.805
Ahmedabad,Benzene,2020,06,2020-06,5.979,3.822,2.157
Ahmedabad,Benzene,2020,07,2020-07,,5.979,
Ahmedabad,CO,2015,01,2015-01,5.402,,
Ahmedabad,CO,2015,02,2015-02,7.979,5.402,2.577
Ahmedabad,CO,2015,03,2015-03,6.339,7.979,-1.64
Ahmedabad,CO,2015,04,2015-04,6.159,6.339,-0.18
Ahmedabad,CO,2015,05,2015-05,6.803,6.159,0.644
Ahmedabad,CO,2015,06,2015-06,7.817,6.803,1.014
Ahmedabad,CO,2015,07,2015-07,6.656,7.817,-1.161
Ahmedabad,CO,2015,08,2015-08,10.931,6.656,4.275
Ahmedabad,CO,2015,09,2015-09,11.021,10.931,0.09
Ahmedabad,CO,2015,10,2015-10,8.639,11.021,-2.382
Ahmedabad,CO,2015,11,2015-11,,8.639,
Ahmedabad,CO,2015,12,2015-12,,,
Ahmedabad,CO,2016,01,2016-01,,,
Ahmedabad,CO,2016,02,2016-02,,,
Ahmedabad,CO,2016,03,2016-03,,,
Ahmedabad,CO,2016,04,2016-04,,,
Ahmedabad,CO,2016,05,2016-05,,,
Ahmedabad,CO,2016,06,2016-06,10.22,,
Ahmedabad,CO,2016,07,2016-07,5.849,10.22,-4.371
Ahmedabad,CO,2016,08,2016-08,9.234,5.849,3.385
Ahmedabad,CO,2016,09,2016-09,10.163,9.234,0.929
Ahmedabad,CO,2016,10,2016-10,11.533,10.163,1.37
Ahmedabad,CO,2016,11,2016-11,11.54,11.533,0.007
Ahmedabad,CO,2016,12,2016-12,,11.54,
Ahmedabad,CO,2017,01,2017-01,,,
Ahmedabad,CO,2017,02,2017-02,,,
Ahmedabad,CO,2017,03,2017-03,,,
Ahmedabad,CO,2017,04,2017-04,,,
Ahmedabad,CO,2017,05,2017-05,,,
Ahmedabad,CO,2017,06,2017-06,,,
Ahmedabad,CO,2017,07,2017-07,,,
Ahmedabad,CO,2017,08,2017-08,,,
Ahmedabad,CO,2017,09,2017-09,,,
Ahmedabad,CO,2017,10,2017-10,,,
Ahmedabad,CO,2017,11,2017-11,11.184,,
Ahmedabad,CO,2017,12,2017-12,9.393,11.184,-1.791
Ahmedabad,CO,2018,01,2018-01,12.722,9.393,3.329
Ahmedabad,CO,2018,02,2018-02,13.762,12.722,1.04
Ahmedabad,CO,2018,03,2018-03,10.439,13.762,-3.323
Ahmedabad,CO,2018,04,2018-04,11.42,10.439,0.981
Ahmedabad,CO,2018,05,2018-05,10.509,11.42,-0.911
Ahmedabad,CO,2018,06,2018-06,25.811,10.509,15.302
Ahmedabad,CO,2018,07,2018-07,25.882,25.811,0.071
Ahmedabad,CO,2018,08,2018-08,25.634,25.882,-0.248
Ahmedabad,CO,2018,09,2018-09,24.063,25.634,-1.571
Ahmedabad,CO,2018,10,2018-10,18.142,24.063,-5.921
Ahmedabad,CO,2018,11,2018-11,14.625,18.142,-3.517
Ahmedabad,CO,2018,12,2018-12,11.793,14.625,-2.832
Ahmedabad,CO,2019,01,2019-01,13.223,11.793,1.43
Ahmedabad,CO,2019,02,2019-02,12.349,13.223,-0.874
Ahmedabad,CO,2019,03,2019-03,13.153,12.349,0.804
Ahmedabad,CO,2019,04,2019-04,14.958,13.153,1.805
Ahmedabad,CO,2019,05,2019-05,15.165,14.958,0.207
Ahmedabad,CO,2019,06,2019-06,20.004,15.165,4.839
Ahmedabad,CO,2019,07,2019-07,28.018,20.004,8.014
Ahmedabad,CO,2019,08,2019-08,28.765,28.018,0.747
Ahmedabad,CO,2019,09,2019-09,19.057,28.765,-9.708
Ahmedabad,CO,2019,10,2019-10,9.083,19.057,-9.974
Ahmedabad,CO,2019,11,2019-11,12.96,9.083,3.877
Ahmedabad,CO,2019,12,2019-12,8.054,12.96,-4.906
Ahmedabad,CO,2020,01,2020-01,10.114,8.054,2.06
Ahmedabad,CO,2020,02,2020-02,12.019,10.114,1.905
Ahmedabad,CO,2020,03,2020-03,7.296,12.019,-4.723
Ahmedabad,CO,2020,04,2020-04,1.573,7.296,-5.723
Ahmedabad,CO,2020,05,2020-05,0.584,1.573,-0.989
Ahmedabad,CO,2020,06,2020-06,0.696,0.584,0.112
Ahmedabad,CO,2020,07,2020-07,,0.696,
Ahmedabad,NH3,2015,01,2015-01,,,
Ahmedabad,NH3,2015,02,2015-02,,,
Ahmedabad,NH3,2015,03,2015-03,,,
Ahmedabad,NH3,2015,04,2015-04,,,
Ahmedabad,NH3,2015,05,2015-05,,,
Ahmedabad,NH3,2015,06,2015-06,,,
Ahmedabad,NH3,2015,07,2015-07,,,
Ahmedabad,NH3,2015,08,2015-08,,,
Ahmedabad,NH3,2015,09,2015-09,,,
Ahmedabad,NH3,2015,10,2015-10,,,
Ahmedabad,NH3,2015,11,2015-11,,,
Ahmedabad,NH3,2015,12,2015-12,,,
Ahmedabad,NH3,2016,01,2016-01,,,
Ahmedabad,NH3,2016,02,2016-02,,,
Ahmedabad,NH3,2016,03,2016-03,,,
Ahmedabad,NH3,2016,04,2016-04,,,
Ahmedabad,NH3,2016,05,2016-05,,,
Ahmedabad,NH3,2016,06,2016-06,,,
Ahmedabad,NH3,2016,07,2016-07,,,
Ahmedabad,NH3,2016,08,2016-08,,,
Ahmedabad,NH3,2016,09,2016-09,,,
Ahmedabad,NH3,2016,10,2016-10,,,
Ahmedabad,NH3,2016,11,2016-11,,,
Ahmedabad,NH3,2016,12,2016-12,,,
Ahmedabad,NH3,2017,01,2017-01,,,
Ahmedabad,NH3,2017,02,2017-02,,,
Ahmedabad,NH3,2017,03,2017-03,,,
Ahmedabad,NH3,2017,04,2017-04,,,
Ahmedabad,NH3,2017,05,2017-05,,,
Ahmedabad,NH3,2017,06,2017-06,,,
Ahmedabad,NH3,2017,07,2017-07,,,
Ahmedabad,NH3,2017,08,2017-08,,,
Ahmedabad,NH3,2017,09,2017-09,,,
Ahmedabad,NH3,2017,10,2017-10,,,
Ahmedabad,NH3,2017,11,2017-11,,,
Ahmedabad,NH3,2017,12,2017-12,,,
Ahmedabad,NH3,2018,01,2018-01,,,
Ahmedabad,NH3,2018,02,2018-02,,,
Ahmedabad,NH3,2018,03,2018-03,,,
Ahmedabad,NH3,2018,04,2018-04,,,
Ahmedabad,NH3,2018,05,2018-05,,,
Ahmedabad,NH3,2018,06,2018-06,,,
Ahmedabad,NH3,2018,07,2018-07,,,
Ahmedabad,NH3,2018,08,2018-08,,,
Ahmedabad,NH3,2018,09,2018-09,,,
Ahmedabad,NH3,2018,10,2018-10,,,
Ahmedabad,NH3,2018,11,2018-11,,,
Ahmedabad,NH3,2018,12,2018-12,,,
Ahmedabad,NH3,2019,01,2019-01,,,
Ahmedabad,NH3,2019,02,2019-02,,,
Ahmedabad,NH3,2019,03,2019-03,,,
Ahmedabad,NH3,2019,04,2019-04,,,
Ahmedabad,NH3,2019,05,2019-05,,,
Ahmedabad,NH3,2019,06,2019-06,,,
Ahmedabad,NH3,2019,07,2019-07,,,
Ahmedabad,NH3,2019,08,2019-08,,,
Ahmedabad,NH3,2019,09,2019-09,,,
Ahmedabad,NH3,2019,10,2019-10,,,
Ahmedabad,NH3,2019,11,2019-11,,,
Ahmedabad,NH3,2019,12,2019-12,,,
Ahmedabad,NH3,2020,01,2020-01,,,
Ahmedabad,NH3,2020,02,2020-02,,,
Ahmedabad,NH3,2020,03,2020-03,,,
Ahmedabad,NH3,2020,04,2020-04,,,
Ahmedabad,NH3,2020,05,2020-05,,,
Ahmedabad,NH3,2020,06,2020-06,,,
Ahmedabad,NH3,2020,07,2020-07,,,
Ahmedabad,NO,2015,01,2015-01,16.821,,
Ahmedabad,NO,2015,02,2015-02,22.119,16.821,5.298
Ahmedabad,NO,2015,03,2015-03,13.574,22.119,-8.545
Ahmedabad,NO,2015,04,2015-04,8.014,13.574,-5.56
Ahmedabad,NO,2015,05,2015-05,8.415,8.014,0.401
Ahmedabad,NO,2015,06,2015-06,7.899,8.415,-0.516
Ahmedabad,NO,2015,07,2015-07,6.656,7.899,-1.243
Ahmedabad,NO,2015,08,2015-08,10.931,6.656,4.275
Ahmedabad,NO,2015,09,2015-09,11.238,10.931,0.307
Ahmedabad,NO,2015,10,2015-10,17.245,11.238,6.007
Ahmedabad,NO,2015,11,2015-11,25.684,17.245,8.439
Ahmedabad,NO,2015,12,2015-12,,25.684,
Ahmedabad,NO,2016,01,2016-01,,,
Ahmedabad,NO,2016,02,2016-02,,,
Ahmedabad,NO,2016,03,2016-03,,,
Ahmedabad,NO,2016,04,2016-04,,,
Ahmedabad,NO,2016,05,2016-05,,,
Ahmedabad,NO,2016,06,2016-06,10.22,,
Ahmedabad,NO,2016,07,2016-07,21.782,10.22,11.562
Ahmedabad,NO,2016,08,2016-08,17.624,21.782,-4.158
Ahmedabad,NO,2016,09,2016-09,10.163,17.624,-7.461
Ahmedabad,NO,2016,10,2016-10,13.228,10.163,3.065
Ahmedabad,NO,2016,11,2016-11,11.889,13.228,-1.339
Ahmedabad,NO,2016,12,2016-12,,11.889,
Ahmedabad,NO,2017,01,2017-01,,,
Ahmedabad,NO,2017,02,2017-02,,,
Ahmedabad,NO,2017,03,2017-03,,,
Ahmedabad,NO,2017,04,2017-04,,,
Ahmedabad,NO,2017,05,2017-05,,,
Ahmedabad,NO,2017,06,2017-06,,,
Ahmedabad,NO,2017,07,2017-07,,,
Ahmedabad,NO,2017,08,2017-08,,,
Ahmedabad,NO,2017,09,2017-09,,,
Ahmedabad,NO,2017,10,2017-10,82.353,,
Ahmedabad,NO,2017,11,2017-11,38.008,82.353,-44.345
Ahmedabad,NO,2017,12,2017-12,15.164,38.008,-22.844
Ahmedabad,NO,2018,01,2018-01,32.211,15.164,17.047
Ahmedabad,NO,2018,02,2018-02,58.59,32.211,26.379
Ahmedabad,NO,2018,03,2018-03,37.697,58.59,-20.893
Ahmedabad,NO,2018,04,2018-04,22.648,37.697,-15.049
Ahmedabad,NO,2018,05,2018-05,12.035,22.648,-10.613
Ahmedabad,NO,2018,06,2018-06,28.441,12.035,16.406
Ahmedabad,NO,2018,07,2018-07,27.7,28.441,-0.741
Ahmedabad,NO,2018,08,2018-08,27.465,27.7,-0.235
Ahmedabad,NO,2018,09,2018-09,31.021,27.465,3.556
Ahmedabad,NO,2018,10,2018-10,36.451,31.021,5.43
Ahmedabad,NO,2018,11,2018-11,57.858,36.451,21.407
Ahmedabad,NO,2018,12,2018-12,35.449,57.858,-22.409
Ahmedabad,NO,2019,01,2019-01,43.525,35.449,8.076
Ahmedabad,NO,2019,02,2019-02,25.727,43.525,-17.798
Ahmedabad,NO,2019,03,2019-03,27.942,25.727,2.215
Ahmedabad,NO,2019,04,2019-04,28.573,27.942,0.631
Ahmedabad,NO,2019,05,2019-05,18.104,28.573,-10.469
Ahmedabad,NO,2019,06,2019-06,20.954,18.104,2.85
Ahmedabad,NO,2019,07,2019-07,30.069,20.954,9.115
Ahmedabad,NO,2019,08,2019-08,32.976,30.069,2.907
Ahmedabad,NO,2019,09,2019-09,24.845,32.976,-8.131
Ahmedabad,NO,2019,10,2019-10,27.321,24.845,2.476
Ahmedabad,NO,2019,11,2019-11,19.965,27.321,-7.356
Ahmedabad,NO,2019,12,2019-12,11.671,19.965,-8.294
Ahmedabad,NO,2020,01,2020-01,11.856,11.671,0.185
Ahmedabad,NO,2020,02,2020-02,24.78,11.856,12.924
Ahmedabad,NO,2020,03,2020-03,8.152,24.78,-16.628
Ahmedabad,NO,2020,04,2020-04,3.773,8.152,-4.379
Ahmedabad,NO,2020,05,2020-05,3.424,3.773,-0.349
Ahmedabad,NO,2020,06,2020-06,6.667,3.424,3.243
Ahmedabad,NO,2020,07,2020-07,,6.667,
Ahmedabad,NO2,2015,01,2015-01,26.531,,
Ahmedabad,NO2,2015,02,2015-02,31.315,26.531,4.784
Ahmedabad,NO2,2015,03,2015-03,28.757,31.315,-2.558
Ahmedabad,NO2,2015,04,2015-04,21.489,28.757,-7.268
Ahmedabad,NO2,2015,05,2015-05,17.305,21.489,-4.184
Ahmedabad,NO2,2015,06,2015-06,13.895,17.305,-3.41
Ahmedabad,NO2,2015,07,2015-07,7.462,13.895,-6.433
Ahmedabad,NO2,2015,08,2015-08,17.396,7.462,9.934
Ahmedabad,NO2,2015,09,2015-09,14.79,17.396,-2.606
Ahmedabad,NO2,2015,10,2015-10,30.772,14.79,15.982
Ahmedabad,NO2,2015,11,2015-11,33.642,30.772,2.87
Ahmedabad,NO2,2015,12,2015-12,,33.642,
Ahmedabad,NO2,2016,01,2016-01,,,
Ahmedabad,NO2,2016,02,2016-02,,,
Ahmedabad,NO2,2016,03,2016-03,,,
Ahmedabad,NO2,2016,04,2016-04,,,
Ahmedabad,NO2,2016,05,2016-05,,,
Ahmedabad,NO2,2016,06,2016-06,25.31,,
Ahmedabad,NO2,2016,07,2016-07,27.842,25.31,2.532
Ahmedabad,NO2,2016,08,2016-08,15.26,27.842,-12.582
Ahmedabad,NO2,2016,09,2016-09,8.211,15.26,-7.049
Ahmedabad,NO2,2016,10,2016-10,11.827,8.211,3.616
Ahmedabad,NO2,2016,11,2016-11,13.614,11.827,1.787
Ahmedabad,NO2,2016,12,2016-12,,13.614,
Ahmedabad,NO2,2017,01,2017-01,,,
Ahmedabad,NO2,2017,02,2017-02,,,
Ahmedabad,NO2,2017,03,2017-03,,,
Ahmedabad,NO2,2017,04,2017-04,,,
Ahmedabad,NO2,2017,05,2017-05,,,
Ahmedabad,NO2,2017,06,2017-06,,,
Ahmedabad,NO2,2017,07,2017-07,,,
Ahmedabad,NO2,2017,08,2017-08,,,
Ahmedabad,NO2,2017,09,2017-09,,,
Ahmedabad,NO2,2017,10,2017-10,44.871,,
Ahmedabad,NO2,2017,11,2017-11,91.798,44.871,46.927
Ahmedabad,NO2,2017,12,2017-12,73.938,91.798,-17.86
Ahmedabad,NO2,2018,01,2018-01,139.73,73.938,65.792
Ahmedabad,NO2,2018,02,2018-02,159.543,139.73,19.813
Ahmedabad,NO2,2018,03,2018-03,114.275,159.543,-45.268
Ahmedabad,NO2,2018,04,2018-04,62.813,114.275,-51.462
Ahmedabad,NO2,2018,05,2018-05,31.098,62.813,-31.715
Ahmedabad,NO2,2018,06,2018-06,44.878,31.098,13.78
Ahmedabad,NO2,2018,07,2018-07,60.771,44.878,15.893
Ahmedabad,NO2,2018,08,2018-08,54.484,60.771,-6.287
Ahmedabad,NO2,2018,09,2018-09,86.247,54.484,31.763
Ahmedabad,NO2,2018,10,2018-10,101.226,86.247,14.979
Ahmedabad,NO2,2018,11,2018-11,91.817,101.226,-9.409
Ahmedabad,NO2,2018,12,2018-12,81.775,91.817,-10.042
Ahmedabad,NO2,2019,01,2019-01,82.916,81.775,1.141
Ahmedabad,NO2,2019,02,2019-02,72.119,82.916,-10.797
Ahmedabad,NO2,2019,03,2019-03,74.725,72.119,2.606
Ahmedabad,NO2,2019,04,2019-04,72.409,74.725,-2.316
Ahmedabad,NO2,2019,05,2019-05,79.436,72.409,7.027
Ahmedabad,NO2,2019,06,2019-06,132.822,79.436,53.386
Ahmedabad,NO2,2019,07,2019-07,112.231,132.822,-20.591
Ahmedabad,NO2,2019,08,2019-08,47.477,112.231,-64.754
Ahmedabad,NO2,2019,09,2019-09,84.74,47.477,37.263
Ahmedabad,NO2,2019,10,2019-10,149.339,84.74,64.599
Ahmedabad,NO2,2019,11,2019-11,141.701,149.339,-7.638
Ahmedabad,NO2,2019,12,2019-12,39.289,141.701,-102.412
Ahmedabad,NO2,2020,01,2020-01,19.261,39.289,-20.028
Ahmedabad,NO2,2020,02,2020-02,62.281,19.261,43.02
Ahmedabad,NO2,2020,03,2020-03,33.385,62.281,-28.896
Ahmedabad,NO2,2020,04,2020-04,23.212,33.385,-10.173
Ahmedabad,NO2,2020,05,2020-05,19.327,23.212,-3.885
Ahmedabad,NO2,2020,06,2020-06,28.775,19.327,9.448
Ahmedabad,NO2,2020,07,2020-07,,28.775,
Ahmedabad,NOx,2015,01,2015-01,39.413,,
Ahmedabad,NOx,2015,02,2015-02,52.7,39.413,13.287
Ahmedabad,NOx,2015,03,2015-03,40.936,52.7,-11.764
Ahmedabad,NOx,2015,04,2015-04,28.496,40.936,-12.44
Ahmedabad,NOx,2015,05,2015-05,24.879,28.496,-3.617
Ahmedabad,NOx,2015,06,2015-06,21.678,24.879,-3.201
Ahmedabad,NOx,2015,07,2015-07,13.431,21.678,-8.247
Ahmedabad,NOx,2015,08,2015-08,28.175,13.431,14.744
Ahmedabad,NOx,2015,09,2015-09,26.028,28.175,-2.147
Ahmedabad,NOx,2015,10,2015-10,47.835,26.028,21.807
Ahmedabad,NOx,2015,11,2015-11,58.446,47.835,10.611
Ahmedabad,NOx,2015,12,2015-12,,58.446,
Ahmedabad,NOx,2016,01,2016-01,,,
Ahmedabad,NOx,2016,02,2016-02,,,
Ahmedabad,NOx,2016,03,2016-03,,,
Ahmedabad,NOx,2016,04,2016-04,,,
Ahmedabad,NOx,2016,05,2016-05,,,
Ahmedabad,NOx,2016,06,2016-06,35.473,,
Ahmedabad,NOx,2016,07,2016-07,39.702,35.473,4.229
Ahmedabad,NOx,2016,08,2016-08,33.206,39.702,-6.496
Ahmedabad,NOx,2016,09,2016-09,18.563,33.206,-14.643
Ahmedabad,NOx,2016,10,2016-10,25.063,18.563,6.5
Ahmedabad,NOx,2016,11,2016-11,25.503,25.063,0.44
Ahmedabad,NOx,2016,12,2016-12,,25.503,
Ahmedabad,NOx,2017,01,2017-01,,,
Ahmedabad,NOx,2017,02,2017-02,,,
Ahmedabad,NOx,2017,03,2017-03,,,
Ahmedabad,NOx,2017,04,2017-04,,,
Ahmedabad,NOx,2017,05,2017-05,,,
Ahmedabad,NOx,2017,06,2017-06,,,
Ahmedabad,NOx,2017,07,2017-07,,,
Ahmedabad,NOx,2017,08,2017-08,,,
Ahmedabad,NOx,2017,09,2017-09,,,
Ahmedabad,NOx,2017,10,2017-10,72.764,,
Ahmedabad,NOx,2017,11,2017-11,69.35,72.764,-3.414
Ahmedabad,NOx,2017,12,2017-12,47.473,69.35,-21.877
Ahmedabad,NOx,2018,01,2018-01,94.715,47.473,47.242
Ahmedabad,NOx,2018,02,2018-02,125.126,94.715,30.411
Ahmedabad,NOx,2018,03,2018-03,88.888,125.126,-36.238
Ahmedabad,NOx,2018,04,2018-04,47.436,88.888,-41.452
Ahmedabad,NOx,2018,05,2018-05,24.142,47.436,-23.294
Ahmedabad,NOx,2018,06,2018-06,43.117,24.142,18.975
Ahmedabad,NOx,2018,07,2018-07,50.152,43.117,7.035
Ahmedabad,NOx,2018,08,2018-08,47.047,50.152,-3.105
Ahmedabad,NOx,2018,09,2018-09,65.222,47.047,18.175
Ahmedabad,NOx,2018,10,2018-10,54.658,65.222,-10.564
Ahmedabad,NOx,2018,11,2018-11,57.302,54.658,2.644
Ahmedabad,NOx,2018,12,2018-12,39.72,57.302,-17.582
Ahmedabad,NOx,2019,01,2019-01,46.922,39.72,7.202
Ahmedabad,NOx,2019,02,2019-02,31.549,46.922,-15.373
Ahmedabad,NOx,2019,03,2019-03,34.845,31.549,3.296
Ahmedabad,NOx,2019,04,2019-04,56.038,34.845,21.193
Ahmedabad,NOx,2019,05,2019-05,55.099,56.038,-0.939
Ahmedabad,NOx,2019,06,2019-06,89.274,55.099,34.175
Ahmedabad,NOx,2019,07,2019-07,89.507,89.274,0.233
Ahmedabad,NOx,2019,08,2019-08,59.597,89.507,-29.91
Ahmedabad,NOx,2019,09,2019-09,69.474,59.597,9.877
Ahmedabad,NOx,2019,10,2019-10,102.556,69.474,33.082
Ahmedabad,NOx,2019,11,2019-11,91.875,102.556,-10.681
Ahmedabad,NOx,2019,12,2019-12,28.458,91.875,-63.417
Ahmedabad,NOx,2020,01,2020-01,18.166,28.458,-10.292
Ahmedabad,NOx,2020,02,2020-02,48.639,18.166,30.473
Ahmedabad,NOx,2020,03,2020-03,21.879,48.639,-26.76
Ahmedabad,NOx,2020,04,2020-04,13.757,21.879,-8.122
Ahmedabad,NOx,2020,05,2020-05,11.809,13.757,-1.948
Ahmedabad,NOx,2020,06,2020-06,17.977,11.809,6.168
Ahmedabad,NOx,2020,07,2020-07,,17.977,
Ahmedabad,O3,2015,01,2015-01,49.793,,
Ahmedabad,O3,2015,02,2015-02,49.828,49.793,0.035
Ahmedabad,O3,2015,03,2015-03,45.417,49.828,-4.411
Ahmedabad,O3,2015,04,2015-04,29.952,45.417,-15.465
Ahmedabad,O3,2015,05,2015-05,31.119,29.952,1.167
Ahmedabad,O3,2015,06,2015-06,12.075,31.119,-19.044
Ahmedabad,O3,2015,07,2015-07,5.586,12.075,-6.489
Ahmedabad,O3,2015,08,2015-08,30.352,5.586,24.766
Ahmedabad,O3,2015,09,2015-09,23.603,30.352,-6.749
Ahmedabad,O3,2015,10,2015-10,35.339,23.603,11.736
Ahmedabad,O3,2015,11,2015-11,,35.339,
Ahmedabad,O3,2015,12,2015-12,,,
Ahmedabad,O3,2016,01,2016-01,,,
Ahmedabad,O3,2016,02,2016-02,,,
Ahmedabad,O3,2016,03,2016-03,,,
Ahmedabad,O3,2016,04,2016-04,,,
Ahmedabad,O3,2016,05,2016-05,,,
Ahmedabad,O3,2016,06,2016-06,30.35,,
Ahmedabad,O3,2016,07,2016-07,11.347,30.35,-19.003
Ahmedabad,O3,2016,08,2016-08,8.939,11.347,-2.408
Ahmedabad,O3,2016,09,2016-09,17.506,8.939,8.567
Ahmedabad,O3,2016,10,2016-10,29.639,17.506,12.133
Ahmedabad,O3,2016,11,2016-11,51.346,29.639,21.707
Ahmedabad,O3,2016,12,2016-12,,51.346,
Ahmedabad,O3,2017,01,2017-01,,,
Ahmedabad,O3,2017,02,2017-02,,,
Ahmedabad,O3,2017,03,2017-03,,,
Ahmedabad,O3,2017,04,2017-04,,,
Ahmedabad,O3,2017,05,2017-05,,,
Ahmedabad,O3,2017,06,2017-06,,,
Ahmedabad,O3,2017,07,2017-07,,,
Ahmedabad,O3,2017,08,2017-08,,,
Ahmedabad,O3,2017,09,2017-09,,,
Ahmedabad,O3,2017,10,2017-10,22.301,,
Ahmedabad,O3,2017,11,2017-11,49.06,22.301,26.759
Ahmedabad,O3,2017,12,2017-12,66.701,49.06,17.641
Ahmedabad,O3,2018,01,2018-01,51.571,66.701,-15.13
Ahmedabad,O3,2018,02,2018-02,40.377,51.571,-11.194
Ahmedabad,O3,2018,03,2018-03,50.746,40.377,10.369
Ahmedabad,O3,2018,04,2018-04,42.956,50.746,-7.79
Ahmedabad,O3,2018,05,2018-05,33.563,42.956,-9.393
Ahmedabad,O3,2018,06,2018-06,14.786,33.563,-18.777
Ahmedabad,O3,2018,07,2018-07,2.618,14.786,-12.168
Ahmedabad,O3,2018,08,2018-08,13.806,2.618,11.188
Ahmedabad,O3,2018,09,2018-09,34.867,13.806,21.061
Ahmedabad,O3,2018,10,2018-10,54.919,34.867,20.052
Ahmedabad,O3,2018,11,2018-11,52.753,54.919,-2.166
Ahmedabad,O3,2018,12,2018-12,54.546,52.753,1.793
Ahmedabad,O3,2019,01,2019-01,51.605,54.546,-2.941
Ahmedabad,O3,2019,02,2019-02,45.299,51.605,-6.306
Ahmedabad,O3,2019,03,2019-03,47.584,45.299,2.285
Ahmedabad,O3,2019,04,2019-04,40.845,47.584,-6.739
Ahmedabad,O3,2019,05,2019-05,48.561,40.845,7.716
Ahmedabad,O3,2019,06,2019-06,66.553,48.561,17.992
