city,pollutant,year,month,year_month,n_days_with_data,avg_value
Bengaluru,PM10,2016,08,2016-08,13,53.408
Bengaluru,PM10,2016,09,2016-09,26,68.615
Bengaluru,PM10,2016,10,2016-10,20,131.596
Bengaluru,PM10,2016,11,2016-11,15,136.796
Bengaluru,PM10,2016,12,2016-12,22,131.203
Bengaluru,PM10,2017,01,2017-01,25,111.397
Bengaluru,PM10,2017,02,2017-02,23,95.865
Bengaluru,PM10,2017,03,2017-03,17,91.229
Bengaluru,PM10,2017,04,2017-04,24,90.278
Bengaluru,PM10,2017,05,2017-05,28,65.927
Bengaluru,PM10,2017,06,2017-06,26,84.425
Bengaluru,PM10,2017,07,2017-07,29,98.462
Bengaluru,PM10,2017,08,2017-08,30,81.112
Bengaluru,PM10,2017,09,2017-09,29,81.724
Bengaluru,PM10,2017,10,2017-10,31,92.973
Bengaluru,PM10,2017,11,2017-11,30,59.517
Bengaluru,PM10,2017,12,2017-12,31,71.411
Bengaluru,PM10,2018,01,2018-01,31,100.316
Bengaluru,PM10,2018,02,2018-02,28,74.297
Bengaluru,PM10,2018,03,2018-03,27,100.549
Bengaluru,PM10,2018,04,2018-04,23,79.788
Bengaluru,PM10,2018,05,2018-05,13,58.435
Bengaluru,PM10,2018,06,2018-06,30,49.892
Bengaluru,PM10,2018,07,2018-07,31,56.049
Bengaluru,PM10,2018,08,2018-08,31,59.188
Bengaluru,PM10,2018,09,2018-09,30,69.284
Bengaluru,PM10,2018,10,2018-10,31,94.316
Bengaluru,PM10,2018,11,2018-11,30,91.376
Bengaluru,PM10,2018,12,2018-12,31,106.599
Bengaluru,PM10,2019,01,2019-01,31,102.306
Bengaluru,PM10,2019,02,2019-02,28,97.486
Bengaluru,PM10,2019,03,2019-03,31,109.819
Bengaluru,PM10,2019,04,2019-04,30,99.07
Bengaluru,PM10,2019,05,2019-05,31,88.254
Bengaluru,PM10,2019,06,2019-06,30,54.627
Bengaluru,PM10,2019,07,2019-07,31,53.673
Bengaluru,PM10,2019,08,2019-08,31,45.026
Bengaluru,PM10,2019,09,2019-09,30,52.048
Bengaluru,PM10,2019,10,2019-10,31,54.186
Bengaluru,PM10,2019,11,2019-11,30,80.773
Bengaluru,PM10,2019,12,2019-12,31,71.765
Bengaluru,PM10,2020,01,2020-01,31,83.495
Bengaluru,PM10,2020,02,2020-02,29,92.37
Bengaluru,PM10,2020,03,2020-03,31,79.966
Bengaluru,PM10,2020,04,2020-04,30,46.863
Bengaluru,PM10,2020,05,2020-05,31,59.759
Bengaluru,PM10,2020,06,2020-06,30,41.063
Bengaluru,PM10,2020,07,2020-07,0,
Bengaluru,PM2.5,2015,01,2015-01,0,
Bengaluru,PM2.5,2015,02,2015-02,0,
Bengaluru,PM2.5,2015,03,2015-03,11,48.128
Bengaluru,PM2.5,2015,04,2015-04,28,27.469
Bengaluru,PM2.5,2015,05,2015-05,31,33.549
Bengaluru,PM2.5,2015,06,2015-06,30,18.317
Bengaluru,PM2.5,2015,07,2015-07,31,21.025
Bengaluru,PM2.5,2015,08,2015-08,31,21.113
Bengaluru,PM2.5,2015,09,2015-09,30,20.229
Bengaluru,PM2.5,2015,10,2015-10,31,31.424
Bengaluru,PM2.5,2015,11,2015-11,27,31.744
Bengaluru,PM2.5,2015,12,2015-12,31,46.011
Bengaluru,PM2.5,2016,01,2016-01,31,67.895
Bengaluru,PM2.5,2016,02,2016-02,29,69.77
Bengaluru,PM2.5,2016,03,2016-03,31,63.098
Bengaluru,PM2.5,2016,04,2016-04,28,40.963
Bengaluru,PM2.5,2016,05,2016-05,22,34.142
Bengaluru,PM2.5,2016,06,2016-06,11,32.16
Bengaluru,PM2.5,2016,07,2016-07,10,24.367
Bengaluru,PM2.5,2016,08,2016-08,22,34.982
Bengaluru,PM2.5,2016,09,2016-09,18,34.277
Bengaluru,PM2.5,2016,10,2016-10,24,48.459
Bengaluru,PM2.5,2016,11,2016-11,30,50.65
Bengaluru,PM2.5,2016,12,2016-12,31,41.65
Bengaluru,PM2.5,2017,01,2017-01,26,32.824
Bengaluru,PM2.5,2017,02,2017-02,28,38.543
Bengaluru,PM2.5,2017,03,2017-03,31,37.084
Bengaluru,PM2.5,2017,04,2017-04,29,35.405
Bengaluru,PM2.5,2017,05,2017-05,30,28.429
Bengaluru,PM2.5,2017,06,2017-06,30,23.722
Bengaluru,PM2.5,2017,07,2017-07,24,24.749
Bengaluru,PM2.5,2017,08,2017-08,31,20.824
Bengaluru,PM2.5,2017,09,2017-09,30,25.802
Bengaluru,PM2.5,2017,10,2017-10,31,39.632
Bengaluru,PM2.5,2017,11,2017-11,29,34.62
Bengaluru,PM2.5,2017,12,2017-12,26,65.08
Bengaluru,PM2.5,2018,01,2018-01,30,38.425
Bengaluru,PM2.5,2018,02,2018-02,28,29.885
Bengaluru,PM2.5,2018,03,2018-03,24,35.023
Bengaluru,PM2.5,2018,04,2018-04,14,50.864
Bengaluru,PM2.5,2018,05,2018-05,30,42.818
Bengaluru,PM2.5,2018,06,2018-06,30,25.44
Bengaluru,PM2.5,2018,07,2018-07,31,19.727
Bengaluru,PM2.5,2018,08,2018-08,31,19.12
Bengaluru,PM2.5,2018,09,2018-09,30,25.099
Bengaluru,PM2.5,2018,10,2018-10,31,36.834
Bengaluru,PM2.5,2018,11,2018-11,30,45.174
Bengaluru,PM2.5,2018,12,2018-12,31,56.349
Bengaluru,PM2.5,2019,01,2019-01,31,54.725
Bengaluru,PM2.5,2019,02,2019-02,28,45.544
Bengaluru,PM2.5,2019,03,2019-03,31,48.905
Bengaluru,PM2.5,2019,04,2019-04,30,49.287
Bengaluru,PM2.5,2019,05,2019-05,31,40.169
Bengaluru,PM2.5,2019,06,2019-06,30,23.319
Bengaluru,PM2.5,2019,07,2019-07,31,21.327
Bengaluru,PM2.5,2019,08,2019-08,31,17.168
Bengaluru,PM2.5,2019,09,2019-09,30,22.512
Bengaluru,PM2.5,2019,10,2019-10,31,27.418
Bengaluru,PM2.5,2019,11,2019-11,30,40.261
Bengaluru,PM2.5,2019,12,2019-12,31,35.258
Bengaluru,PM2.5,2020,01,2020-01,31,39.314
Bengaluru,PM2.5,2020,02,2020-02,29,41.607
Bengaluru,PM2.5,2020,03,2020-03,31,38.193
Bengaluru,PM2.5,2020,04,2020-04,30,24.931
Bengaluru,PM2.5,2020,05,2020-05,31,21.27
Bengaluru,PM2.5,2020,06,2020-06,30,18.036
Bengaluru,PM2.5,2020,07,2020-07,0,
Bengaluru,SO2,2015,01,2015-01,30,17.776
Bengaluru,SO2,2015,02,2015-02,27,7.651
Bengaluru,SO2,2015,03,2015-03,31,9.527
Bengaluru,SO2,2015,04,2015-04,30,9.702
Bengaluru,SO2,2015,05,2015-05,31,5.291
Bengaluru,SO2,2015,06,2015-06,30,6.589
Bengaluru,SO2,2015,07,2015-07,31,4.044
Bengaluru,SO2,2015,08,2015-08,31,3.021
Bengaluru,SO2,2015,09,2015-09,30,2.52
Bengaluru,SO2,2015,10,2015-10,31,3.132
Bengaluru,SO2,2015,11,2015-11,30,2.796
Bengaluru,SO2,2015,12,2015-12,31,5.655
Bengaluru,SO2,2016,01,2016-01,31,11.996
Bengaluru,SO2,2016,02,2016-02,29,5.416
Bengaluru,SO2,2016,03,2016-03,31,3.216
Bengaluru,SO2,2016,04,2016-04,30,3.767
Bengaluru,SO2,2016,05,2016-05,31,4.277
Bengaluru,SO2,2016,06,2016-06,24,2.703
Bengaluru,SO2,2016,07,2016-07,26,2.615
Bengaluru,SO2,2016,08,2016-08,23,2.915
Bengaluru,SO2,2016,09,2016-09,30,4.209
Bengaluru,SO2,2016,10,2016-10,31,5.927
Bengaluru,SO2,2016,11,2016-11,30,5.006
Bengaluru,SO2,2016,12,2016-12,31,5.007
Bengaluru,SO2,2017,01,2017-01,30,5.29
Bengaluru,SO2,2017,02,2017-02,28,7.394
Bengaluru,SO2,2017,03,2017-03,31,6.045
Bengaluru,SO2,2017,04,2017-04,29,4.032
Bengaluru,SO2,2017,05,2017-05,31,4.702
Bengaluru,SO2,2017,06,2017-06,30,5.196
Bengaluru,SO2,2017,07,2017-07,31,5.198
Bengaluru,SO2,2017,08,2017-08,31,5.001
Bengaluru,SO2,2017,09,2017-09,30,5.199
Bengaluru,SO2,2017,10,2017-10,31,4.698
Bengaluru,SO2,2017,11,2017-11,30,3.718
Bengaluru,SO2,2017,12,2017-12,31,3.674
Bengaluru,SO2,2018,01,2018-01,31,4.39
Bengaluru,SO2,2018,02,2018-02,28,4.061
Bengaluru,SO2,2018,03,2018-03,28,3.676
Bengaluru,SO2,2018,04,2018-04,29,3.865
Bengaluru,SO2,2018,05,2018-05,30,5.124
Bengaluru,SO2,2018,06,2018-06,30,4.868
Bengaluru,SO2,2018,07,2018-07,31,7.277
Bengaluru,SO2,2018,08,2018-08,31,6.667
Bengaluru,SO2,2018,09,2018-09,30,7.406
Bengaluru,SO2,2018,10,2018-10,31,6.736
Bengaluru,SO2,2018,11,2018-11,30,6.058
Bengaluru,SO2,2018,12,2018-12,31,6.072
Bengaluru,SO2,2019,01,2019-01,31,5.853
Bengaluru,SO2,2019,02,2019-02,28,4.931
Bengaluru,SO2,2019,03,2019-03,31,5.93
Bengaluru,SO2,2019,04,2019-04,30,5.294
Bengaluru,SO2,2019,05,2019-05,31,4.348
Bengaluru,SO2,2019,06,2019-06,30,5.343
Bengaluru,SO2,2019,07,2019-07,31,5.196
Bengaluru,SO2,2019,08,2019-08,31,4.345
Bengaluru,SO2,2019,09,2019-09,30,5.229
Bengaluru,SO2,2019,10,2019-10,31,4.994
Bengaluru,SO2,2019,11,2019-11,30,6.107
Bengaluru,SO2,2019,12,2019-12,31,6.622
Bengaluru,SO2,2020,01,2020-01,31,7.581
Bengaluru,SO2,2020,02,2020-02,29,7.236
Bengaluru,SO2,2020,03,2020-03,31,6.867
Bengaluru,SO2,2020,04,2020-04,30,5.991
Bengaluru,SO2,2020,05,2020-05,31,6.476
Bengaluru,SO2,2020,06,2020-06,30,7.102
Bengaluru,SO2,2020,07,2020-07,0,
Bengaluru,Toluene,2015,01,2015-01,25,12.25
Bengaluru,Toluene,2015,02,2015-02,11,5.536
Bengaluru,Toluene,2015,03,2015-03,20,43.678
Bengaluru,Toluene,2015,04,2015-04,9,7.087
Bengaluru,Toluene,2015,05,2015-05,29,3.945
Bengaluru,Toluene,2015,06,2015-06,18,2.149
Bengaluru,Toluene,2015,07,2015-07,19,4.17
Bengaluru,Toluene,2015,08,2015-08,15,35.494
Bengaluru,Toluene,2015,09,2015-09,12,2.52
Bengaluru,Toluene,2015,10,2015-10,11,2.33
Bengaluru,Toluene,2015,11,2015-11,21,4.64
Bengaluru,Toluene,2015,12,2015-12,31,1.536
Bengaluru,Toluene,2016,01,2016-01,30,0.729
Bengaluru,Toluene,2016,02,2016-02,29,0.536
Bengaluru,Toluene,2016,03,2016-03,28,1.23
Bengaluru,Toluene,2016,04,2016-04,29,3.378
Bengaluru,Toluene,2016,05,2016-05,23,5.278
Bengaluru,Toluene,2016,06,2016-06,10,2.315
Bengaluru,Toluene,2016,07,2016-07,10,1.21
Bengaluru,Toluene,2016,08,2016-08,3,0.859
Bengaluru,Toluene,2016,09,2016-09,8,2.21
Bengaluru,Toluene,2016,10,2016-10,19,1.745
Bengaluru,Toluene,2016,11,2016-11,30,2.973
Bengaluru,Toluene,2016,12,2016-12,27,4.703
Bengaluru,Toluene,2017,01,2017-01,22,2.403
Bengaluru,Toluene,2017,02,2017-02,14,2.717
Bengaluru,Toluene,2017,03,2017-03,29,2.135
Bengaluru,Toluene,2017,04,2017-04,27,1.714
Bengaluru,Toluene,2017,05,2017-05,27,1.006
Bengaluru,Toluene,2017,06,2017-06,27,0.761
Bengaluru,Toluene,2017,07,2017-07,30,0.98
Bengaluru,Toluene,2017,08,2017-08,29,1.19
Bengaluru,Toluene,2017,09,2017-09,30,1.313
Bengaluru,Toluene,2017,10,2017-10,31,1.658
Bengaluru,Toluene,2017,11,2017-11,29,0.087
Bengaluru,Toluene,2017,12,2017-12,26,0.986
Bengaluru,Toluene,2018,01,2018-01,22,0.379
Bengaluru,Toluene,2018,02,2018-02,28,0.987
Bengaluru,Toluene,2018,03,2018-03,29,0.925
Bengaluru,Toluene,2018,04,2018-04,30,1.128
Bengaluru,Toluene,2018,05,2018-05,30,1.114
Bengaluru,Toluene,2018,06,2018-06,30,1.335
Bengaluru,Toluene,2018,07,2018-07,31,3.407
Bengaluru,Toluene,2018,08,2018-08,31,2.574
Bengaluru,Toluene,2018,09,2018-09,30,2.471
Bengaluru,Toluene,2018,10,2018-10,31,2.16
Bengaluru,Toluene,2018,11,2018-11,30,2.268
Bengaluru,Toluene,2018,12,2018-12,31,2.182
Bengaluru,Toluene,2019,01,2019-01,31,1.678
Bengaluru,Toluene,2019,02,2019-02,28,2.927
Bengaluru,Toluene,2019,03,2019-03,31,4.862
Bengaluru,Toluene,2019,04,2019-04,30,3.318
Bengaluru,Toluene,2019,05,2019-05,31,2.751
Bengaluru,Toluene,2019,06,2019-06,30,2.152
Bengaluru,Toluene,2019,07,2019-07,31,1.535
Bengaluru,Toluene,2019,08,2019-08,31,1.744
Bengaluru,Toluene,2019,09,2019-09,30,1.81
Bengaluru,Toluene,2019,10,2019-10,31,2.888
Bengaluru,Toluene,2019,11,2019-11,30,8.249
Bengaluru,Toluene,2019,12,2019-12,31,33.248
Bengaluru,Toluene,2020,01,2020-01,31,11.489
Bengaluru,Toluene,2020,02,2020-02,29,1.811
Bengaluru,Toluene,2020,03,2020-03,31,1.525
Bengaluru,Toluene,2020,04,2020-04,30,4.98
Bengaluru,Toluene,2020,05,2020-05,31,1.648
Bengaluru,Toluene,2020,06,2020-06,30,1.917
Bengaluru,Toluene,2020,07,2020-07,0,
Bengaluru,Xylene,2015,01,2015-01,0,
Bengaluru,Xylene,2015,02,2015-02,0,
Bengaluru,Xylene,2015,03,2015-03,0,
Bengaluru,Xylene,2015,04,2015-04,0,
Bengaluru,Xylene,2015,05,2015-05,0,
Bengaluru,Xylene,2015,06,2015-06,0,
Bengaluru,Xylene,2015,07,2015-07,0,
Bengaluru,Xylene,2015,08,2015-08,0,
Bengaluru,Xylene,2015,09,2015-09,0,
Bengaluru,Xylene,2015,10,2015-10,0,
Bengaluru,Xylene,2015,11,2015-11,0,
Bengaluru,Xylene,2015,12,2015-12,0,
Bengaluru,Xylene,2016,01,2016-01,0,
Bengaluru,Xylene,2016,02,2016-02,0,
Bengaluru,Xylene,2016,03,2016-03,0,
Bengaluru,Xylene,2016,04,2016-04,0,
Bengaluru,Xylene,2016,05,2016-05,0,
Bengaluru,Xylene,2016,06,2016-06,0,
Bengaluru,Xylene,2016,07,2016-07,0,
Bengaluru,Xylene,2016,08,2016-08,0,
Bengaluru,Xylene,2016,09,2016-09,0,
Bengaluru,Xylene,2016,10,2016-10,0,
Bengaluru,Xylene,2016,11,2016-11,0,
Bengaluru,Xylene,2016,12,2016-12,0,
Bengaluru,Xylene,2017,01,2017-01,0,
Bengaluru,Xylene,2017,02,2017-02,0,
Bengaluru,Xylene,2017,03,2017-03,0,
Bengaluru,Xylene,2017,04,2017-04,0,
Bengaluru,Xylene,2017,05,2017-05,0,
Bengaluru,Xylene,2017,06,2017-06,0,
Bengaluru,Xylene,2017,07,2017-07,0,
Bengaluru,Xylene,2017,08,2017-08,0,
Bengaluru,Xylene,2017,09,2017-09,0,
Bengaluru,Xylene,2017,10,2017-10,0,
Bengaluru,Xylene,2017,11,2017-11,0,
Bengaluru,Xylene,2017,12,2017-12,0,
Bengaluru,Xylene,2018,01,2018-01,0,
Bengaluru,Xylene,2018,02,2018-02,0,
Bengaluru,Xylene,2018,03,2018-03,0,
Bengaluru,Xylene,2018,04,2018-04,0,
Bengaluru,Xylene,2018,05,2018-05,0,
Bengaluru,Xylene,2018,06,2018-06,0,
Bengaluru,Xylene,2018,07,2018-07,0,
Bengaluru,Xylene,2018,08,2018-08,0,
Bengaluru,Xylene,2018,09,2018-09,0,
Bengaluru,Xylene,2018,10,2018-10,0,
Bengaluru,Xylene,2018,11,2018-11,0,
Bengaluru,Xylene,2018,12,2018-12,0,
Bengaluru,Xylene,2019,01,2019-01,0,
Bengaluru,Xylene,2019,02,2019-02,0,
Bengaluru,Xylene,2019,03,2019-03,0,
Bengaluru,Xylene,2019,04,2019-04,0,
Bengaluru,Xylene,2019,05,2019-05,0,
Bengaluru,Xylene,2019,06,2019-06,0,
Bengaluru,Xylene,2019,07,2019-07,0,
Bengaluru,Xylene,2019,08,2019-08,0,
Bengaluru,Xylene,2019,09,2019-09,0,
Bengaluru,Xylene,2019,10,2019-10,0,
Bengaluru,Xylene,2019,11,2019-11,0,
Bengaluru,Xylene,2019,12,2019-12,0,
Bengaluru,Xylene,2020,01,2020-01,0,
Bengaluru,Xylene,2020,02,2020-02,0,
Bengaluru,Xylene,2020,03,2020-03,0,
Bengaluru,Xylene,2020,04,2020-04,0,
Bengaluru,Xylene,2020,05,2020-05,0,
Bengaluru,Xylene,2020,06,2020-06,0,
Bengaluru,Xylene,2020,07,2020-07,0,
Chennai,Benzene,2015,01,2015-01,17,1.295
Chennai,Benzene,2015,02,2015-02,0,
Chennai,Benzene,2015,03,2015-03,4,7.863
Chennai,Benzene,2015,04,2015-04,4,6.385
Chennai,Benzene,2015,05,2015-05,11,2.204
Chennai,Benzene,2015,06,2015-06,7,1.307
Chennai,Benzene,2015,07,2015-07,7,1.004
Chennai,Benzene,2015,08,2015-08,6,13.605
Chennai,Benzene,2015,09,2015-09,0,
Chennai,Benzene,2015,10,2015-10,1,2.637
Chennai,Benzene,2015,11,2015-11,0,
Chennai,Benzene,2015,12,2015-12,0,
Chennai,Benzene,2016,01,2016-01,10,7.58
Chennai,Benzene,2016,02,2016-02,28,5.628
Chennai,Benzene,2016,03,2016-03,31,2.111
Chennai,Benzene,2016,04,2016-04,30,2.07
Chennai,Benzene,2016,05,2016-05,31,1.711
Chennai,Benzene,2016,06,2016-06,15,3.395
Chennai,Benzene,2016,07,2016-07,20,2.166
Chennai,Benzene,2016,08,2016-08,27,1.332
Chennai,Benzene,2016,09,2016-09,25,1.052
Chennai,Benzene,2016,10,2016-10,27,1.003
Chennai,Benzene,2016,11,2016-11,30,0.367
Chennai,Benzene,2016,12,2016-12,16,0.165
Chennai,Benzene,2017,01,2017-01,31,0.183
Chennai,Benzene,2017,02,2017-02,28,0.12
Chennai,Benzene,2017,03,2017-03,31,0.337
Chennai,Benzene,2017,04,2017-04,29,0.075
Chennai,Benzene,2017,05,2017-05,31,0.213
Chennai,Benzene,2017,06,2017-06,30,0.021
Chennai,Benzene,2017,07,2017-07,31,0.074
Chennai,Benzene,2017,08,2017-08,28,0.053
Chennai,Benzene,2017,09,2017-09,30,0.096
Chennai,Benzene,2017,10,2017-10,31,0.056
Chennai,Benzene,2017,11,2017-11,30,0.349
Chennai,Benzene,2017,12,2017-12,31,1.689
Chennai,Benzene,2018,01,2018-01,31,1.548
Chennai,Benzene,2018,02,2018-02,28,0.958
Chennai,Benzene,2018,03,2018-03,31,0.955
Chennai,Benzene,2018,04,2018-04,30,1.386
Chennai,Benzene,2018,05,2018-05,26,0.892
Chennai,Benzene,2018,06,2018-06,30,0.05
Chennai,Benzene,2018,07,2018-07,31,0.086
Chennai,Benzene,2018,08,2018-08,29,0.015
Chennai,Benzene,2018,09,2018-09,30,0.021
Chennai,Benzene,2018,10,2018-10,31,0.147
Chennai,Benzene,2018,11,2018-11,30,0.108
Chennai,Benzene,2018,12,2018-12,31,0.144
Chennai,Benzene,2019,01,2019-01,31,0.157
Chennai,Benzene,2019,02,2019-02,28,0.027
Chennai,Benzene,2019,03,2019-03,31,0.024
Chennai,Benzene,2019,04,2019-04,30,0.099
Chennai,Benzene,2019,05,2019-05,31,0.155
Chennai,Benzene,2019,06,2019-06,30,0.088
Chennai,Benzene,2019,07,2019-07,31,0.551
Chennai,Benzene,2019,08,2019-08,31,0.966
Chennai,Benzene,2019,09,2019-09,30,0.836
Chennai,Benzene,2019,10,2019-10,31,0.056
Chennai,Benzene,2019,11,2019-11,30,0.107
Chennai,Benzene,2019,12,2019-12,31,1.605
Chennai,Benzene,2020,01,2020-01,31,1.502
Chennai,Benzene,2020,02,2020-02,29,1.649
Chennai,Benzene,2020,03,2020-03,31,2.496
Chennai,Benzene,2020,04,2020-04,30,0.315
Chennai,Benzene,2020,05,2020-05,31,0.173
Chennai,Benzene,2020,06,2020-06,30,0.095
Chennai,Benzene,2020,07,2020-07,0,
Chennai,CO,2015,01,2015-01,31,1.323
Chennai,CO,2015,02,2015-02,28,2.015
Chennai,CO,2015,03,2015-03,31,3.36
Chennai,CO,2015,04,2015-04,30,4.062
Chennai,CO,2015,05,2015-05,31,3.945
Chennai,CO,2015,06,2015-06,30,2.078
Chennai,CO,2015,07,2015-07,31,3.242
Chennai,CO,2015,08,2015-08,31,1.687
Chennai,CO,2015,09,2015-09,30,1.878
Chennai,CO,2015,10,2015-10,31,1.806
Chennai,CO,2015,11,2015-11,30,1.536
Chennai,CO,2015,12,2015-12,26,1.573
Chennai,CO,2016,01,2016-01,29,1.526
Chennai,CO,2016,02,2016-02,29,1.367
Chennai,CO,2016,03,2016-03,31,1.053
Chennai,CO,2016,04,2016-04,30,0.894
Chennai,CO,2016,05,2016-05,31,1.253
Chennai,CO,2016,06,2016-06,14,1.694
Chennai,CO,2016,07,2016-07,27,1.187
Chennai,CO,2016,08,2016-08,31,1.626
Chennai,CO,2016,09,2016-09,30,2.901
Chennai,CO,2016,10,2016-10,31,0.158
Chennai,CO,2016,11,2016-11,30,0.066
Chennai,CO,2016,12,2016-12,16,0.088
Chennai,CO,2017,01,2017-01,31,0.042
Chennai,CO,2017,02,2017-02,28,0.062
Chennai,CO,2017,03,2017-03,31,0.033
Chennai,CO,2017,04,2017-04,30,0.041
Chennai,CO,2017,05,2017-05,31,0.116
Chennai,CO,2017,06,2017-06,30,0.036
Chennai,CO,2017,07,2017-07,31,0.055
Chennai,CO,2017,08,2017-08,31,0.34
Chennai,CO,2017,09,2017-09,30,0.251
Chennai,CO,2017,10,2017-10,31,0.584
Chennai,CO,2017,11,2017-11,30,0.785
Chennai,CO,2017,12,2017-12,31,0.288
Chennai,CO,2018,01,2018-01,31,0.607
Chennai,CO,2018,02,2018-02,28,0.846
Chennai,CO,2018,03,2018-03,31,0.937
Chennai,CO,2018,04,2018-04,30,0.823
Chennai,CO,2018,05,2018-05,31,0.955
Chennai,CO,2018,06,2018-06,30,0.803
Chennai,CO,2018,07,2018-07,31,0.813
Chennai,CO,2018,08,2018-08,31,0.812
Chennai,CO,2018,09,2018-09,30,0.855
Chennai,CO,2018,10,2018-10,31,0.957
Chennai,CO,2018,11,2018-11,30,1.014
Chennai,CO,2018,12,2018-12,31,1.023
Chennai,CO,2019,01,2019-01,31,0.933
Chennai,CO,2019,02,2019-02,28,0.985
Chennai,CO,2019,03,2019-03,31,0.787
Chennai,CO,2019,04,2019-04,30,1.019
Chennai,CO,2019,05,2019-05,31,1.051
Chennai,CO,2019,06,2019-06,30,1.02
Chennai,CO,2019,07,2019-07,31,0.873
Chennai,CO,2019,08,2019-08,31,0.745
Chennai,CO,2019,09,2019-09,30,0.868
Chennai,CO,2019,10,2019-10,31,0.821
Chennai,CO,2019,11,2019-11,30,0.659
Chennai,CO,2019,12,2019-12,31,0.621
Chennai,CO,2020,01,2020-01,31,0.845
Chennai,CO,2020,02,2020-02,29,0.818
Chennai,CO,2020,03,2020-03,31,0.701
Chennai,CO,2020,04,2020-04,30,0.619
Chennai,CO,2020,05,2020-05,31,0.856
Chennai,CO,2020,06,2020-06,30,1.082
Chennai,CO,2020,07,2020-07,0,
Chennai,NH3,2015,01,2015-01,31,5.179
Chennai,NH3,2015,02,2015-02,27,63.478
Chennai,NH3,2015,03,2015-03,28,18.103
Chennai,NH3,2015,04,2015-04,29,11.426
Chennai,NH3,2015,05,2015-05,30,39.23
Chennai,NH3,2015,06,2015-06,30,54.666
Chennai,NH3,2015,07,2015-07,30,48.93
Chennai,NH3,2015,08,2015-08,29,36.444
Chennai,NH3,2015,09,2015-09,30,24.576
Chennai,NH3,2015,10,2015-10,29,38.844
Chennai,NH3,2015,11,2015-11,30,114.874
Chennai,NH3,2015,12,2015-12,25,188.172
Chennai,NH3,2016,01,2016-01,29,144.918
Chennai,NH3,2016,02,2016-02,8,1.492
Chennai,NH3,2016,03,2016-03,25,95.146
Chennai,NH3,2016,04,2016-04,30,112.896
Chennai,NH3,2016,05,2016-05,31,113.497
Chennai,NH3,2016,06,2016-06,13,68.809
Chennai,NH3,2016,07,2016-07,28,99.117
Chennai,NH3,2016,08,2016-08,11,106.725
Chennai,NH3,2016,09,2016-09,0,
Chennai,NH3,2016,10,2016-10,0,
Chennai,NH3,2016,11,2016-11,0,
Chennai,NH3,2016,12,2016-12,0,
Chennai,NH3,2017,01,2017-01,0,
Chennai,NH3,2017,02,2017-02,0,
Chennai,NH3,2017,03,2017-03,0,
Chennai,NH3,2017,04,2017-04,0,
Chennai,NH3,2017,05,2017-05,0,
Chennai,NH3,2017,06,2017-06,0,
Chennai,NH3,2017,07,2017-07,0,
Chennai,NH3,2017,08,2017-08,0,
Chennai,NH3,2017,09,2017-09,1,37.516
Chennai,NH3,2017,10,2017-10,27,103.725
Chennai,NH3,2017,11,2017-11,26,204.871
Chennai,NH3,2017,12,2017-12,31,207.135
Chennai,NH3,2018,01,2018-01,30,125.232
Chennai,NH3,2018,02,2018-02,27,105.272
Chennai,NH3,2018,03,2018-03,31,41.73
Chennai,NH3,2018,04,2018-04,30,45.311
Chennai,NH3,2018,05,2018-05,28,58.996
Chennai,NH3,2018,06,2018-06,30,28.175
Chennai,NH3,2018,07,2018-07,31,51.652
Chennai,NH3,2018,08,2018-08,30,38.66
Chennai,NH3,2018,09,2018-09,30,31.173
Chennai,NH3,2018,10,2018-10,31,71.311
Chennai,NH3,2018,11,2018-11,30,83.093
Chennai,NH3,2018,12,2018-12,31,39.429
Chennai,NH3,2019,01,2019-01,30,64.331
Chennai,NH3,2019,02,2019-02,27,57.872
Chennai,NH3,2019,03,2019-03,22,27.23
Chennai,NH3,2019,04,2019-04,28,2.406
Chennai,NH3,2019,05,2019-05,23,21.906
Chennai,NH3,2019,06,2019-06,25,17.158
Chennai,NH3,2019,07,2019-07,31,34.622
Chennai,NH3,2019,08,2019-08,25,34.71
Chennai,NH3,2019,09,2019-09,29,24.968
Chennai,NH3,2019,10,2019-10,31,38.746
Chennai,NH3,2019,11,2019-11,29,48.342
Chennai,NH3,2019,12,2019-12,29,98.797
Chennai,NH3,2020,01,2020-01,31,52.057
Chennai,NH3,2020,02,2020-02,29,53.01
Chennai,NH3,2020,03,2020-03,31,49.521
Chennai,NH3,2020,04,2020-04,30,43.952
Chennai,NH3,2020,05,2020-05,31,38.244
Chennai,NH3,2020,06,2020-06,30,38.092
Chennai,NH3,2020,07,2020-07,0,
Chennai,NO,2015,01,2015-01,31,26.784
Chennai,NO,2015,02,2015-02,28,11.0
Chennai,NO,2015,03,2015-03,31,18.95
Chennai,NO,2015,04,2015-04,30,21.997
Chennai,NO,2015,05,2015-05,31,14.536
Chennai,NO,2015,06,2015-06,30,4.975
Chennai,NO,2015,07,2015-07,31,6.715
Chennai,NO,2015,08,2015-08,31,8.862
Chennai,NO,2015,09,2015-09,30,10.689
Chennai,NO,2015,10,2015-10,31,13.792
Chennai,NO,2015,11,2015-11,30,7.004
Chennai,NO,2015,12,2015-12,27,7.743
Chennai,NO,2016,01,2016-01,30,7.001
Chennai,NO,2016,02,2016-02,29,8.429
Chennai,NO,2016,03,2016-03,31,5.792
Chennai,NO,2016,04,2016-04,30,6.218
Chennai,NO,2016,05,2016-05,31,5.081
