city,pollutant,calendar_month,n_days_with_data,avg_value,min_daily_avg,max_daily_avg
Lucknow,CO,1,175,3.504,0.805,16.466
Lucknow,CO,2,158,3.622,0.615,17.652
Lucknow,CO,3,171,2.063,0.274,14.473
Lucknow,CO,4,165,1.366,0.288,3.254
Lucknow,CO,5,151,1.451,0.155,9.926
Lucknow,CO,6,130,1.373,0.426,9.299
Lucknow,CO,7,90,2.033,0.636,9.606
Lucknow,CO,8,111,1.338,0.0,12.064
Lucknow,CO,9,111,1.321,0.668,8.063
Lucknow,CO,10,135,1.556,0.669,12.497
Lucknow,CO,11,134,2.163,0.406,9.145
Lucknow,CO,12,142,1.881,0.513,9.091
Lucknow,NH3,1,87,39.131,5.502,65.388
Lucknow,NH3,2,70,33.432,0.923,74.757
Lucknow,NH3,3,89,24.01,1.836,45.877
Lucknow,NH3,4,84,27.168,5.185,43.964
Lucknow,NH3,5,91,20.951,6.877,36.261
Lucknow,NH3,6,84,26.488,8.397,46.389
Lucknow,NH3,7,62,21.873,7.48,38.898
Lucknow,NH3,8,59,17.704,4.162,40.161
Lucknow,NH3,9,64,25.077,2.016,40.69
Lucknow,NH3,10,88,36.435,2.287,148.107
Lucknow,NH3,11,90,38.121,9.157,96.765
Lucknow,NH3,12,92,36.902,1.027,65.026
Lucknow,NO,1,182,21.888,1.64,107.417
Lucknow,NO,2,164,16.409,2.572,98.893
Lucknow,NO,3,185,12.238,3.452,52.885
Lucknow,NO,4,177,10.795,2.092,60.816
Lucknow,NO,5,166,8.418,0.6,48.83
Lucknow,NO,6,166,6.702,0.901,14.508
Lucknow,NO,7,146,8.758,1.979,27.615
Lucknow,NO,8,145,8.766,1.925,24.058
Lucknow,NO,9,149,7.7,1.267,27.842
Lucknow,NO,10,153,22.555,1.202,101.105
Lucknow,NO,11,150,32.944,5.438,120.647
Lucknow,NO,12,154,29.014,2.697,156.779
Lucknow,NO2,1,182,39.207,4.892,104.768
Lucknow,NO2,2,166,34.303,8.025,77.571
Lucknow,NO2,3,185,32.167,0.97,105.885
Lucknow,NO2,4,177,36.676,2.365,106.43
Lucknow,NO2,5,166,29.4,7.828,82.864
Lucknow,NO2,6,166,20.482,5.973,60.912
Lucknow,NO2,7,146,20.317,6.397,32.017
Lucknow,NO2,8,145,21.799,7.194,78.48
Lucknow,NO2,9,149,21.17,4.542,52.216
Lucknow,NO2,10,153,42.864,3.162,95.0
Lucknow,NO2,11,150,55.415,14.837,121.799
Lucknow,NO2,12,154,47.382,8.728,92.382
Lucknow,NOx,1,151,32.352,2.21,127.243
Lucknow,NOx,2,138,24.879,2.21,97.456
Lucknow,NOx,3,154,20.171,3.215,77.856
Lucknow,NOx,4,149,17.896,2.21,80.385
Lucknow,NOx,5,154,14.508,3.55,59.002
Lucknow,NOx,6,152,13.157,2.21,33.746
Lucknow,NOx,7,115,13.88,2.21,29.639
Lucknow,NOx,8,103,14.532,3.717,38.355
Lucknow,NOx,9,104,14.22,2.21,33.628
Lucknow,NOx,10,139,31.006,2.21,113.897
Lucknow,NOx,11,139,38.534,3.382,130.141
Lucknow,NOx,12,123,40.038,2.21,168.23
Lucknow,O3,1,184,33.211,11.267,77.592
Lucknow,O3,2,166,46.389,8.895,134.374
Lucknow,O3,3,185,46.02,10.79,98.264
Lucknow,O3,4,178,48.709,11.409,122.8
Lucknow,O3,5,159,42.538,7.082,135.657
Lucknow,O3,6,167,36.215,7.481,74.775
Lucknow,O3,7,147,24.309,3.554,67.468
Lucknow,O3,8,146,21.343,5.22,57.38
Lucknow,O3,9,150,24.698,9.693,59.26
Lucknow,O3,10,154,32.633,15.349,83.241
Lucknow,O3,11,149,44.265,13.855,102.913
Lucknow,O3,12,154,34.358,11.275,80.056
Lucknow,PM10,1,0,,,
Lucknow,PM10,2,0,,,
Lucknow,PM10,3,0,,,
Lucknow,PM10,4,0,,,
Lucknow,PM10,5,0,,,
Lucknow,PM10,6,0,,,
Lucknow,PM10,7,0,,,
Lucknow,PM10,8,0,,,
Lucknow,PM10,9,0,,,
Lucknow,PM10,10,0,,,
Lucknow,PM10,11,0,,,
Lucknow,PM10,12,0,,,
Lucknow,PM2.5,1,154,180.265,52.722,342.703
Lucknow,PM2.5,2,139,136.434,41.128,290.471
Lucknow,PM2.5,3,164,100.773,33.246,685.411
Lucknow,PM2.5,4,176,83.647,29.195,175.004
Lucknow,PM2.5,5,165,85.03,25.563,309.349
Lucknow,PM2.5,6,166,72.364,17.814,402.474
Lucknow,PM2.5,7,145,39.891,16.021,96.519
Lucknow,PM2.5,8,146,42.163,10.458,159.643
Lucknow,PM2.5,9,150,46.231,11.386,236.322
Lucknow,PM2.5,10,154,117.17,28.453,431.691
Lucknow,PM2.5,11,150,217.734,73.1,499.056
Lucknow,PM2.5,12,154,206.388,58.153,506.04
Lucknow,SO2,1,159,14.374,4.677,179.993
Lucknow,SO2,2,140,8.772,3.534,21.7
Lucknow,SO2,3,175,8.796,3.304,20.635
Lucknow,SO2,4,178,9.365,3.792,45.844
Lucknow,SO2,5,166,8.128,2.129,23.051
Lucknow,SO2,6,168,6.853,2.849,18.628
Lucknow,SO2,7,149,6.686,2.187,17.992
Lucknow,SO2,8,146,6.537,1.271,16.563
Lucknow,SO2,9,150,5.043,1.231,11.757
Lucknow,SO2,10,154,7.948,1.765,31.733
Lucknow,SO2,11,150,8.952,2.78,24.019
Lucknow,SO2,12,154,9.826,3.347,27.404
Lucknow,Toluene,1,165,7.126,0.09,44.711
Lucknow,Toluene,2,141,3.885,0.054,27.509
Lucknow,Toluene,3,184,5.611,0.0,54.617
Lucknow,Toluene,4,171,3.245,0.0,17.276
Lucknow,Toluene,5,162,7.247,0.0,132.47
Lucknow,Toluene,6,161,3.142,0.0,24.477
Lucknow,Toluene,7,129,1.608,0.033,24.283
Lucknow,Toluene,8,129,1.805,0.0,10.447
Lucknow,Toluene,9,131,2.463,0.057,13.468
Lucknow,Toluene,10,128,3.926,0.065,19.353
Lucknow,Toluene,11,120,6.084,0.593,43.063
Lucknow,Toluene,12,143,7.695,0.201,48.255
Lucknow,Xylene,1,0,,,
Lucknow,Xylene,2,0,,,
Lucknow,Xylene,3,0,,,
Lucknow,Xylene,4,0,,,
Lucknow,Xylene,5,0,,,
Lucknow,Xylene,6,0,,,
Lucknow,Xylene,7,0,,,
Lucknow,Xylene,8,0,,,
Lucknow,Xylene,9,0,,,
Lucknow,Xylene,10,0,,,
Lucknow,Xylene,11,0,,,
Lucknow,Xylene,12,0,,,
Mumbai,Benzene,1,169,1.244,0.0,9.968
Mumbai,Benzene,2,164,1.331,0.0,14.405
Mumbai,Benzene,3,179,1.138,0.0,13.749
Mumbai,Benzene,4,164,1.157,0.0,16.93
Mumbai,Benzene,5,172,0.462,0.0,3.232
Mumbai,Benzene,6,166,0.885,0.0,36.089
Mumbai,Benzene,7,130,0.656,0.0,4.069
Mumbai,Benzene,8,123,0.544,0.0,2.947
Mumbai,Benzene,9,117,0.678,0.0,3.681
Mumbai,Benzene,10,110,1.505,0.0,6.706
Mumbai,Benzene,11,106,2.363,0.0,9.838
Mumbai,Benzene,12,123,2.243,0.0,10.416
Mumbai,CO,1,185,0.861,0.0,3.651
Mumbai,CO,2,168,0.793,0.0,3.273
Mumbai,CO,3,183,0.654,0.0,2.783
Mumbai,CO,4,167,0.557,0.0,2.073
Mumbai,CO,5,174,0.502,0.0,1.819
Mumbai,CO,6,166,0.406,0.0,1.768
Mumbai,CO,7,144,0.355,0.0,1.717
Mumbai,CO,8,153,0.341,0.0,1.437
Mumbai,CO,9,147,0.42,0.0,2.32
Mumbai,CO,10,141,0.557,0.0,2.652
Mumbai,CO,11,140,0.651,0.0,2.975
Mumbai,CO,12,155,0.651,0.0,3.262
Mumbai,NH3,1,31,19.264,14.295,26.773
Mumbai,NH3,2,29,21.698,18.158,30.493
Mumbai,NH3,3,31,16.823,9.82,28.59
Mumbai,NH3,4,30,7.562,5.422,10.488
Mumbai,NH3,5,31,4.162,2.907,6.156
Mumbai,NH3,6,57,11.471,3.405,26.694
Mumbai,NH3,7,31,10.962,5.435,18.326
Mumbai,NH3,8,31,11.938,5.668,19.504
Mumbai,NH3,9,30,12.677,9.004,19.519
Mumbai,NH3,10,31,15.682,12.476,21.133
Mumbai,NH3,11,30,16.716,11.759,20.635
Mumbai,NH3,12,31,19.346,15.517,34.634
Mumbai,NO,1,60,43.039,11.118,118.835
Mumbai,NO,2,52,42.34,14.681,95.619
Mumbai,NO,3,62,35.229,6.461,108.874
Mumbai,NO,4,59,26.09,8.182,101.504
Mumbai,NO,5,76,24.189,13.058,51.381
Mumbai,NO,6,71,21.577,11.059,41.653
Mumbai,NO,7,61,20.862,4.547,60.188
Mumbai,NO,8,62,18.443,8.072,36.466
Mumbai,NO,9,60,24.06,10.096,55.282
Mumbai,NO,10,55,30.547,11.829,48.944
Mumbai,NO,11,55,39.732,9.35,128.761
Mumbai,NO,12,62,38.141,16.348,85.854
Mumbai,NO2,1,59,45.501,17.598,79.412
Mumbai,NO2,2,52,39.655,13.903,71.944
Mumbai,NO2,3,62,19.602,4.217,53.12
Mumbai,NO2,4,59,15.073,2.492,34.26
Mumbai,NO2,5,76,13.118,3.315,30.024
Mumbai,NO2,6,71,13.261,6.381,29.806
Mumbai,NO2,7,61,15.295,9.3,37.563
Mumbai,NO2,8,62,17.522,7.542,61.503
Mumbai,NO2,9,60,20.252,9.331,37.401
Mumbai,NO2,10,55,26.771,8.675,38.878
Mumbai,NO2,11,55,42.122,20.793,67.299
Mumbai,NO2,12,62,47.987,33.402,106.267
Mumbai,NOx,1,145,62.02,5.694,166.945
Mumbai,NOx,2,136,62.461,11.11,284.554
Mumbai,NOx,3,154,58.954,9.7,255.177
Mumbai,NOx,4,136,44.026,14.118,149.294
Mumbai,NOx,5,142,31.501,1.891,78.729
Mumbai,NOx,6,137,31.27,4.903,112.364
Mumbai,NOx,7,116,38.811,13.525,373.024
Mumbai,NOx,8,103,51.537,14.484,261.635
Mumbai,NOx,9,90,44.163,10.807,96.752
Mumbai,NOx,10,86,65.594,32.812,134.011
Mumbai,NOx,11,94,89.568,18.826,187.315
Mumbai,NOx,12,124,86.441,18.76,170.897
Mumbai,O3,1,62,45.385,20.343,85.188
Mumbai,O3,2,57,52.166,23.71,101.757
Mumbai,O3,3,62,46.038,14.4,97.626
Mumbai,O3,4,59,22.422,13.069,37.543
Mumbai,O3,5,84,26.029,11.22,90.185
Mumbai,O3,6,89,22.625,5.683,52.181
Mumbai,O3,7,59,19.845,11.648,34.614
Mumbai,O3,8,62,25.433,7.125,55.14
Mumbai,O3,9,60,24.423,6.246,55.941
Mumbai,O3,10,55,31.424,6.291,74.19
Mumbai,O3,11,55,40.154,9.877,79.13
Mumbai,O3,12,62,41.354,19.031,75.065
Mumbai,PM10,1,62,172.336,81.69,295.76
Mumbai,PM10,2,56,159.729,84.128,261.698
Mumbai,PM10,3,61,113.06,53.273,206.245
Mumbai,PM10,4,59,71.528,44.634,114.862
Mumbai,PM10,5,77,62.135,30.704,114.382
Mumbai,PM10,6,73,49.955,13.865,95.109
Mumbai,PM10,7,56,52.521,21.576,94.994
Mumbai,PM10,8,62,55.987,23.046,91.072
Mumbai,PM10,9,60,55.218,20.375,141.203
Mumbai,PM10,10,55,97.737,29.908,172.6
Mumbai,PM10,11,55,136.367,39.965,276.457
Mumbai,PM10,12,62,158.236,98.105,221.61
Mumbai,PM2.5,1,62,69.165,19.77,107.87
Mumbai,PM2.5,2,57,60.876,18.675,102.481
Mumbai,PM2.5,3,62,31.578,15.85,78.537
Mumbai,PM2.5,4,59,21.652,13.146,31.156
Mumbai,PM2.5,5,84,16.632,7.333,31.181
Mumbai,PM2.5,6,87,15.074,4.656,44.238
Mumbai,PM2.5,7,59,14.346,7.33,46.756
Mumbai,PM2.5,8,62,17.902,7.97,101.945
Mumbai,PM2.5,9,60,20.642,5.677,54.774
Mumbai,PM2.5,10,55,39.881,10.457,62.548
Mumbai,PM2.5,11,55,61.008,11.988,130.468
Mumbai,PM2.5,12,62,73.547,38.673,134.325
Mumbai,SO2,1,62,16.394,4.223,35.52
Mumbai,SO2,2,57,14.207,6.213,26.28
Mumbai,SO2,3,62,10.919,1.223,44.199
Mumbai,SO2,4,59,15.754,6.339,29.638
Mumbai,SO2,5,84,18.455,6.443,37.37
Mumbai,SO2,6,88,14.354,4.772,30.255
Mumbai,SO2,7,59,11.217,7.205,19.291
Mumbai,SO2,8,62,11.099,7.383,24.595
Mumbai,SO2,9,60,12.581,6.851,20.79
Mumbai,SO2,10,55,14.529,8.401,22.575
Mumbai,SO2,11,55,17.676,8.535,40.574
Mumbai,SO2,12,62,16.718,8.746,38.07
Mumbai,Toluene,1,107,0.0,0.0,0.0
Mumbai,Toluene,2,107,0.0,0.0,0.0
Mumbai,Toluene,3,117,0.0,0.0,0.0
Mumbai,Toluene,4,105,0.077,0.0,2.391
Mumbai,Toluene,5,88,0.0,0.0,0.0
Mumbai,Toluene,6,77,0.0,0.0,0.0
Mumbai,Toluene,7,69,0.0,0.0,0.0
Mumbai,Toluene,8,61,0.0,0.0,0.0
Mumbai,Toluene,9,58,0.0,0.0,0.0
Mumbai,Toluene,10,55,0.0,0.0,0.0
Mumbai,Toluene,11,52,0.0,0.0,0.0
Mumbai,Toluene,12,62,0.031,0.0,1.947
Mumbai,Xylene,1,107,0.0,0.0,0.0
Mumbai,Xylene,2,107,0.0,0.0,0.0
Mumbai,Xylene,3,117,0.0,0.0,0.0
Mumbai,Xylene,4,105,0.047,0.0,2.513
Mumbai,Xylene,5,88,0.0,0.0,0.0
Mumbai,Xylene,6,77,0.0,0.0,0.0
Mumbai,Xylene,7,69,0.0,0.0,0.0
Mumbai,Xylene,8,61,0.0,0.0,0.0
Mumbai,Xylene,9,58,0.0,0.0,0.0
Mumbai,Xylene,10,55,0.0,0.0,0.0
Mumbai,Xylene,11,52,0.0,0.0,0.0
Mumbai,Xylene,12,62,0.028,0.0,1.741
